(iter 5) [0.0, 0.1502, 0.9900] = 361.9910, sampling [0.0, -0.7657, 1.3345]. Recommendation = [0.0, 0.1502, 0.9900], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.7657, 1.3345] = 397.2024, sampling [0.0, 0.1828, 1.9974]. Recommendation = [0.0, -0.7657, 1.3345], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.7657, 1.3345] = 397.2024, sampling [0.0, -0.6199, 0.7356]. Recommendation = [0.0, -0.7657, 1.3345], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.6199, 0.7356] = 441.3369, sampling [0.0, -1.5216, 1.3110]. Recommendation = [0.0, -0.6199, 0.7356], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.6199, 0.7356] = 441.3369, sampling [0.0, -1.0710, 0.7010]. Recommendation = [0.0, -0.6199, 0.7356], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.6199, 0.7356] = 441.3369, sampling [0.0, -0.1132, 0.3928]. Recommendation = [0.0, -0.6199, 0.7356], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -0.6199, 0.7356] = 441.3369, sampling [0.0, 0.8592, 0.6183]. Recommendation = [0.0, -0.6199, 0.7356], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.8592, 0.6183] = 454.8436, sampling [0.0, 0.5364, 0.3143]. Recommendation = [0.0, 0.8592, 0.6183], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 1.8699, 0.4019]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, -1.6408, 1.9655]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, -0.9099, 1.9289]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 0.4741, 0.6373]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 0.7225, 1.3008]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, -0.3469, 1.0521]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 1.2627, 1.9170]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 1.8878, 1.8190]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, -0.6790, 0.3740]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 0.0345, -0.1638]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, 0.1704, 0.1897]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.5364, 0.3143] = 456.0142, sampling [0.0, -0.4046, 0.0197]. Recommendation = [0.0, 0.5364, 0.3143], Current Cost = 24000.00, Rho = -1.230
