(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.1489, -0.1515]. Recommendation = [0.0, 0.3451, 0.4597], Current Cost = 5005.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.2132, 0.1346]. Recommendation = [0.0, 0.1489, -0.1515], Current Cost = 5006.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.0304, 0.3365]. Recommendation = [0.0, 0.2132, 0.1346], Current Cost = 5007.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.0171, -0.0861]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5008.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.1664, -0.4838]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5009.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.3368, -0.1563]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5010.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.2626, 0.3114]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5011.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.2579, -0.1199]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5012.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.1029, -0.5338]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5013.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.2355, 0.2795]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5014.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.3595, -0.3208]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5015.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.3508, -0.2681]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5016.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.2471, 0.0602]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5017.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.1714, 0.2665]. Recommendation = [0.0, 0.1714, 0.2665], Current Cost = 5018.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.5177, -0.0766]. Recommendation = [0.0, 0.2471, 0.0602], Current Cost = 5019.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, -0.3684, 0.2253]. Recommendation = [0.0, 0.2471, 0.0602], Current Cost = 5020.00, Rho = 0.999
(iter 10) [0.0, 0.3451, 0.4597] = 444.2712, sampling [1.0, 0.0508, 0.5826]. Recommendation = [0.0, 0.2471, 0.0602], Current Cost = 5021.00, Rho = 0.999
