(iter 5) [0.0, 0.4736, -0.0053] = 450.7510, sampling [0.0, 0.0622, 0.5657]. Recommendation = [0.0, 0.4736, -0.0053], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.4736, -0.0053] = 450.7510, sampling [0.0, -0.3493, 0.3729]. Recommendation = [0.0, 0.4736, -0.0053], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.4736, -0.0053] = 450.7510, sampling [0.0, -0.4331, 0.9200]. Recommendation = [0.0, 0.4736, -0.0053], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.4736, -0.0053] = 450.7510, sampling [0.0, 0.0907, 0.1274]. Recommendation = [0.0, 0.4736, -0.0053], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 0.6335, 0.5952]. Recommendation = [0.0, 0.0907, 0.1274], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 0.3734, 0.4245]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 0.5600, 1.1304]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 0.2386, 0.8891]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, -1.0706, 1.0676]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, -1.7711, 1.0634]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, -0.7841, 0.7942]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 1.1733, 0.8350]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.0907, 0.1274] = 454.0536, sampling [0.0, 1.2141, 1.4855]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 1.2141, 1.4855] = 456.2411, sampling [0.0, 1.7615, 1.3432]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 1.2141, 1.4855] = 456.2411, sampling [0.0, 0.8028, 1.7131]. Recommendation = [0.0, 0.2069, 0.2001], Current Cost = 19000.00, Rho = -1.230
