(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.2730, 1.6431]. Recommendation = [0.0, 1.1232, 1.4274], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.3045, 1.5620]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.1670, 1.8000]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.9246, 1.7881]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.2192, 1.3997]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.2649, 1.7097]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.4929, 1.7592]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.3637, 1.4111]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.2460, 1.9842]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.2626, 1.8240]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.4625, 1.9744]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.5992, 1.5354]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.1025, 1.9067]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.0632, 1.2696]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.7504, 1.5206]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.9135, 1.2339]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.1891, 1.1763]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.0786, 1.1382]. Recommendation = [0.0, 1.2730, 1.6431], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.3440, 1.3077]. Recommendation = [0.0, 1.0786, 1.1382], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.7089, 1.0635]. Recommendation = [0.0, 1.0786, 1.1382], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 1.1155, 1.0049]. Recommendation = [0.0, 1.0786, 1.1382], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.9034, 0.8689]. Recommendation = [0.0, 1.0786, 1.1382], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.1232, 1.4274] = 453.5361, sampling [1.0, 0.7432, 0.9842]. Recommendation = [0.0, 1.0786, 1.1382], Current Cost = 5027.00, Rho = 1.000
