(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.1143, -0.3874]. Recommendation = [0.0, -0.0357, -0.4201], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.1020, -0.2325]. Recommendation = [0.0, -0.1143, -0.3874], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.0186, -0.1373]. Recommendation = [0.0, -0.1020, -0.2325], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.0945, -0.2124]. Recommendation = [0.0, 0.0186, -0.1373], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.1030, -0.3426]. Recommendation = [0.0, 0.0186, -0.1373], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.1251, -0.0159]. Recommendation = [0.0, 0.0186, -0.1373], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.0265, 0.0847]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.0753, 0.1188]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.2400, -0.0706]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.2535, 0.2724]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.0117, 0.1915]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.1655, 0.3238]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2185, 0.0168]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2055, -0.1937]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2803, -0.0963]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3882, 0.2305]. Recommendation = [0.0, 0.1251, -0.0159], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3108, 0.3670]. Recommendation = [0.0, 0.3882, 0.2305], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3284, -0.1092]. Recommendation = [0.0, 0.3882, 0.2305], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.4719, 0.1992]. Recommendation = [0.0, 0.3882, 0.2305], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.4461, 0.2237]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.4507, 0.4249]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3694, 0.3757]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.2174, 0.5381]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.1456, 0.3575]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2557, -0.1641]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.4245, 0.4687]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.4974, 0.2017]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.5094, -0.0014]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.3432, 0.1539]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.3097, -0.0622]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2462, 0.3516]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.0947, 0.4481]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.6629, 0.4401]. Recommendation = [0.0, 0.4719, 0.1992], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.5545, 0.7131]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.7460, 0.6806]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.7658, 0.4030]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.8538, 0.8184]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.8290, 1.0216]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.0118, 0.6987]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.8760, 0.8325]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.7323, 0.2326]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3627, 0.7976]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.1261, 0.8562]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.0914, 1.0368]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.8841, 1.1388]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.2147, -0.3226]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.4300, -0.0366]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.3346, -0.2408]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.4118, -0.1343]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.0024, 0.4799]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.3366, 0.4092]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.6144, 0.0277]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.4787, 0.1425]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.2711, -0.2074]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.9901, 1.2334]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.7816, 0.3917]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 0.8133, 1.1167]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.2335, 1.0621]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, 1.0832, 0.7271]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.4371, 0.3999]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.1782, 0.5914]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.0357, -0.4201] = 437.4757, sampling [1.0, -0.4625, 0.3770]. Recommendation = [0.0, 0.6629, 0.4401], Current Cost = 5066.00, Rho = 1.000
