(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.2510, 0.5400]. Recommendation = [0.0, 0.2045, -0.1374], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.2334, 0.3066]. Recommendation = [0.0, 0.2045, -0.1374], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.5595, 1.0732]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.2575, 0.1234]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.6025, 0.2729]. Recommendation = [0.0, 0.0183, 0.0993], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.2839, 0.8712]. Recommendation = [0.0, 0.0183, 0.0993], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.0183, 0.0993]. Recommendation = [0.0, 0.0755, 0.2342], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -1.0428, 1.0444]. Recommendation = [0.0, 0.0755, 0.2342], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.8862, 0.7364]. Recommendation = [0.0, 0.0755, 0.2342], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.4597, 0.7347]. Recommendation = [0.0, 0.0755, 0.2342], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.5979, 0.3354]. Recommendation = [0.0, 0.0755, 0.2342], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.4177, 0.0703]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.1831, 0.5472]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.8787, 1.5848]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.3952, 0.3390]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.9218, 0.2058]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -1.3588, 1.0975]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.0761, 0.4254]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.3126, -0.1051]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.6178, 0.0405]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.4746, 0.5565]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.0826, -0.0875]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, -0.0357, 1.4329]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.2045, -0.1374] = 452.4540, sampling [1.0, 0.1914, 0.0724]. Recommendation = [0.0, 0.1914, 0.0724], Current Cost = 5028.00, Rho = 1.000
