(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3912, -0.1335]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3795, 0.0216]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4570, -0.1847]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5453, 0.0909]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.2024, -0.0524]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3292, -0.0588]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3972, 0.2771]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.6947, -0.2004]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.1080, 0.1277]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3048, 0.0576]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.1716, 0.5165]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4200, -0.1494]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4337, -0.4972]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.0334, -0.2840]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.0508, -0.0903]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.2516, 0.9682]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5649, 0.3635]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4848, 0.6581]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5427, 0.1997]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.7141, -0.3484]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3127, 0.4413]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.1949, 0.5620]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.7442, 0.1909]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5966, 0.0699]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.0954, 0.9506]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.0463, 0.1043]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.0956, 0.7215]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.2144, 0.0263]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.0670, 1.2718]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.9018, -0.1134]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.3816, 0.2113]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.2839, -0.1767]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.6457, -0.5680]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5744, 1.0759]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.7065, 0.5704]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4652, 0.4195]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.1259, -0.1017]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.0269, -0.6966]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3619, -0.5870]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.1487, -0.3909]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5041, 1.4240]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.5156, 0.8522]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.5043, 0.8761]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.3893, 1.2451]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.5380, 0.4688]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.8717, 0.0500]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3446, 0.5972]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.2839, 1.2303]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4023, -0.1415]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.2907, 0.7541]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.3010, -0.8785]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.1859, 1.6459]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.9271, 0.4342]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.8481, 0.8666]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.6566, 0.7312]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.6014, -0.0090]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -1.0336, -0.4843]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.9052, 0.6496]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.8359, 1.1613]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.4286, 1.9510]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.8177, 0.3183]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.8279, 1.4352]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.6219, 1.5712]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.7628, 0.8894]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, 0.4321, -0.4269]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.9953, 1.0864]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.6870, 1.2962]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.8601, 0.6797]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.1810, -0.0208]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.5012, -0.1691] = 436.3800, sampling [1.0, -0.6676, -1.0449]. Recommendation = [0.0, -0.5012, -0.1691], Current Cost = 5074.00, Rho = 1.000
