(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.2681, 0.8991]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, 0.4209, 0.6974]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.9629, 0.6164]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.5104, 0.2650]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.9948, 1.0667]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -1.2848, 0.8511]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.4431, 0.5291]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.8197, 0.2091]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.8287, 1.5267]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.7236, 0.8660]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.2221, 0.2216]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, 0.4278, 0.4365]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.5364, -0.0910]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.7896, 0.5099]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.1530, -0.0042]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.3553, 0.1346]. Recommendation = [0.0, -0.3553, 0.1346], Current Cost = 20000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, 0.2406, 0.1835]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 21000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.0728, 0.1876]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 22000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -0.2759, 0.4211]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 23000.00, Rho = -1.230
(iter 5) [0.0, 0.7554, 0.4568] = 454.9419, sampling [0.0, -1.1528, -0.0752]. Recommendation = [0.0, 0.7554, 0.4568], Current Cost = 24000.00, Rho = -1.230
