(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.0282, 1.2753]. Recommendation = [0.0, -0.3814, 1.1484], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.2544, 1.6414]. Recommendation = [0.0, -0.3814, 1.1484], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.2328, 1.2965]. Recommendation = [0.0, -0.3814, 1.1484], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.4523, 1.2620]. Recommendation = [0.0, -0.3814, 1.1484], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.0969, 0.8800]. Recommendation = [0.0, -0.3814, 1.1484], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.2570, 1.0606]. Recommendation = [0.0, 0.0969, 0.8800], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.1937, 1.0136]. Recommendation = [0.0, 0.0969, 0.8800], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.3155, 0.7181]. Recommendation = [0.0, 0.0969, 0.8800], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.4562, 0.9368]. Recommendation = [0.0, 0.3155, 0.7181], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.8566, 1.1903]. Recommendation = [0.0, 0.3155, 0.7181], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.7975, 0.7410]. Recommendation = [0.0, 0.8566, 1.1903], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.9180, 0.8784]. Recommendation = [0.0, 0.7975, 0.7410], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.6928, 0.4670]. Recommendation = [0.0, 0.9180, 0.8784], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.4096, 0.4471]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.1907, 1.0901]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.0959, 0.7492]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.8911, 0.5902]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.0776, 1.5736]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.2917, 1.3475]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.9860, 1.2442]. Recommendation = [0.0, 1.1078, 1.1780], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.8498, 1.5390]. Recommendation = [0.0, 1.1078, 1.1780], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.5279, 1.0787]. Recommendation = [0.0, 1.1078, 1.1780], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.1012, 0.8968]. Recommendation = [0.0, 1.1078, 1.1780], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.4532, 1.5060]. Recommendation = [0.0, 1.1078, 1.1780], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.2109, 1.8269]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 1.1078, 1.1780]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.2103, 0.3960]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.5455, 0.2407]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.8317, 0.3016]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.1900, 0.0454]. Recommendation = [0.0, 0.7429, 0.4819], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.1431, 0.3644]. Recommendation = [0.0, 0.7429, 0.4819], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.1291, 0.2178]. Recommendation = [0.0, 0.7429, 0.4819], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.3005, 0.6864]. Recommendation = [0.0, 0.7429, 0.4819], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.3857, -0.0579]. Recommendation = [0.0, 0.7429, 0.4819], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.6367, -0.0026]. Recommendation = [0.0, 0.2949, 0.3152], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.0600, 0.1048]. Recommendation = [0.0, 0.2949, 0.3152], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.1190, -0.1549]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.6822, 0.1601]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.2949, 0.3152]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.2868, -0.2730]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, 0.4837, -0.2182]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.2758, 0.1176]. Recommendation = [0.0, 0.6928, 0.4670], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.3814, 1.1484] = 353.8161, sampling [1.0, -0.3491, 0.4738]. Recommendation = [0.0, -0.2176, 0.1515], Current Cost = 5047.00, Rho = 1.000
