(iter 5) [0.0, -0.4836, 0.0040] = 448.8184, sampling [0.0, -0.0922, 0.1586]. Recommendation = [0.0, -0.4836, 0.0040], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0922, 0.1586] = 452.8544, sampling [0.0, 0.0561, -0.2295]. Recommendation = [0.0, -0.0922, 0.1586], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0922, 0.1586] = 452.8544, sampling [0.0, -0.1684, -0.1224]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0922, 0.1586] = 452.8544, sampling [0.0, 0.2985, 0.0673]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, -0.0595, 0.6144]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, -0.3427, 0.1857]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.4871, -0.4522]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.1110, -0.0617]. Recommendation = [0.0, 0.1110, -0.0617], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.0013, 0.3287]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.5305, 0.3693]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.4164, 0.7655]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.6497, 0.1314]. Recommendation = [0.0, -0.0811, -0.0644], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, 0.2586, 0.2038]. Recommendation = [0.0, 0.4751, 0.2673], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, -0.1232, 1.0518]. Recommendation = [0.0, 0.4751, 0.2673], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.2985, 0.0673] = 455.7605, sampling [0.0, -0.4298, 0.4960]. Recommendation = [0.0, 0.4751, 0.2673], Current Cost = 19000.00, Rho = -1.230
