(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.2665, 0.2479]. Recommendation = [0.0, 0.4447, -0.3037], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.0090, 0.6168]. Recommendation = [0.0, 0.2665, 0.2479], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.3334, 0.0592]. Recommendation = [0.0, 0.2665, 0.2479], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.1567, 0.0514]. Recommendation = [0.0, 0.3334, 0.0592], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.4592, 0.1109]. Recommendation = [0.0, 0.3334, 0.0592], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.4162, -0.0251]. Recommendation = [0.0, 0.3334, 0.0592], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.5323, 0.2981]. Recommendation = [0.0, 0.3334, 0.0592], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.0536, 0.2202]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, 0.1433, -0.0549]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.1522, -0.0206]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.2079, 0.1281]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.5926, 0.9587]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.5310, 0.2341]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.5401, 0.5780]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.1339, 0.3627]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.3897, -0.0042]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.2775, 0.0981]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.7039, 0.3596]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.5916, 0.0953]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.6867, 0.4518]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.1924, -0.1064]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.3165, -0.0328]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.8919, 0.4886]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -1.0796, 1.1653]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -1.1001, 1.4460]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -1.0054, 0.9382]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -1.3422, 1.2477]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.9323, 1.1418]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -1.1208, 0.9987]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.8268, 1.5607]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.4447, -0.3037] = 430.8488, sampling [1.0, -0.6800, 0.2716]. Recommendation = [0.0, 0.5323, 0.2981], Current Cost = 5035.00, Rho = 1.000
