(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.2320, 1.3189]. Recommendation = [0.0, 1.5331, 1.9713], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.0532, 0.6786]. Recommendation = [0.0, 1.2320, 1.3189], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.8829, 1.2229]. Recommendation = [0.0, 1.2320, 1.3189], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.3595, 1.6647]. Recommendation = [0.0, 1.2320, 1.3189], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.6101, 1.4098]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.9947, 1.6796]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.5605, 0.2925]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.9165, 0.1862]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.6217, 0.6673]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.1899, 1.0778]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.3938, -0.0327]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.2591, -0.4901]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.7289, -0.1867]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.2500, 1.9374]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.7790, 1.0522]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.0743, 1.3499]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.4383, 0.5520]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.2589, 1.5808]. Recommendation = [0.0, 1.3595, 1.6647], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.4062, 0.2110]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.5751, 0.4666]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.4445, 1.7701]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.1646, -0.0725]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.1641, 0.8477]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.1187, 1.1723]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.1769, 0.4153]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 0.6850, 1.3333]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.2212, 1.4664]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.5331, 1.9713] = 441.6441, sampling [1.0, 1.1495, 1.7463]. Recommendation = [0.0, 1.2589, 1.5808], Current Cost = 5032.00, Rho = 1.000
