(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.0812, 0.0704]. Recommendation = [0.0, 0.5853, 0.1129], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.5819, 0.5301]. Recommendation = [0.0, -0.0812, 0.0704], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.0243, 1.1956]. Recommendation = [0.0, -0.0812, 0.0704], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.1631, 0.4050]. Recommendation = [0.0, -0.0812, 0.0704], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.2018, 0.0575]. Recommendation = [0.0, -0.0812, 0.0704], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.9549, 0.8177]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.5226, -0.0337]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.6580, 1.0136]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.4459, 1.3065]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.4679, 0.2681]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.1473, -0.1406]. Recommendation = [0.0, 0.2018, 0.0575], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.7885, 0.3728]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.3003, 0.0751]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.2828, -0.1112]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.3382, 0.2620]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.1015, 0.2739]. Recommendation = [0.0, 0.1793, 0.1499], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.3940, -0.0053]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.8404, 0.5978]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.0586, 1.6557]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.0557, -0.3099]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.1341, -0.0562]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.2035, 0.6240]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.6934, 0.6853]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.3089, -0.2087]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.3553, 0.3615]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.4672, 0.1683]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.6701, 0.1001]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.4407, 0.1551]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.0805, 0.0343]. Recommendation = [0.0, 0.0805, 0.0343], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.9520, 0.9684]. Recommendation = [0.0, 0.1793, 0.1499], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.5507, 0.4090]. Recommendation = [0.0, 0.1793, 0.1499], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.1793, 0.1499]. Recommendation = [0.0, 0.1793, 0.1499], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.1011, 0.7402]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.8245, 1.2642]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.2529, 0.2889]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.7810, 0.8663]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.7296, 0.4628]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.5307, 0.6995]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.4043, -0.0746]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.1251, 0.9817]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.2424, -0.3197]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.7403, 0.2539]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.5909, -0.3027]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.4024, 1.7766]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.1529, -0.5307]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.2159, 1.8576]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.2693, 1.4743]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.3737, -0.1477]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.2804, 0.4967]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.8741, 0.9125]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.9761, 1.4667]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.2895, -0.2206]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.9430, 0.1253]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.4726, 0.1889]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.1214, 0.3408]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -1.5784, 1.6098]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.0102, 0.5179]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, -0.4547, 0.8444]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.4284, -0.3394]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.5241, 0.3569]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.5853, 0.1129] = 450.8539, sampling [1.0, 0.4091, 0.5264]. Recommendation = [0.0, 0.4672, 0.1683], Current Cost = 5065.00, Rho = 1.000
