(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.4023, -0.4295]. Recommendation = [0.0, 0.6914, -0.1853], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.2969, -0.1940]. Recommendation = [0.0, 0.4023, -0.4295], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.0985, -0.2774]. Recommendation = [0.0, 0.2969, -0.1940], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.2181, -0.2520]. Recommendation = [0.0, 0.2969, -0.1940], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.1656, -0.3392]. Recommendation = [0.0, 0.2969, -0.1940], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.0199, -0.0684]. Recommendation = [0.0, 0.2969, -0.1940], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.0532, -0.2918]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.1080, 0.1068]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.0870, 0.0774]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.3988, 0.0143]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.4669, -0.0787]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.2210, 0.0396]. Recommendation = [0.0, 0.0199, -0.0684], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.0457, 0.1004]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.1500, 0.2306]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.2562, 0.1547]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.3708, -0.0450]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.3032, 0.3094]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.4619, 0.2661]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.5850, -0.0247]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.3623, -0.3764]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.6039, 0.1889]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.5745, 0.3380]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.5057, 0.4560]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.3073, 0.3875]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.1295, 0.5431]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.3390, -0.1696]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.1137, -0.3497]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.7165, 0.2124]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.4547, 0.0491]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.4278, 0.2544]. Recommendation = [0.0, -0.2210, 0.0396], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.3116, 0.4737]. Recommendation = [0.0, 0.4278, 0.2544], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.6232, 0.5031]. Recommendation = [0.0, 0.4278, 0.2544], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.4847, 0.5833]. Recommendation = [0.0, 0.4278, 0.2544], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, 0.1214, 0.5570]. Recommendation = [0.0, 0.4278, 0.2544], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6914, -0.1853] = 412.2011, sampling [1.0, -0.5423, -0.1382]. Recommendation = [0.0, 0.4278, 0.2544], Current Cost = 5039.00, Rho = 1.000
