(iter 5) [0.0, 0.7854, -0.2645] = 378.5873, sampling [0.0, 0.5865, 0.0603]. Recommendation = [0.0, 0.7854, -0.2645], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.5865, 0.0603] = 448.0804, sampling [0.0, 0.3244, -0.0528]. Recommendation = [0.0, 0.5865, 0.0603], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.3244, -0.0528] = 453.3476, sampling [0.0, 0.2683, 0.1840]. Recommendation = [0.0, 0.3244, -0.0528], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.2683, 0.1840] = 454.5086, sampling [0.0, 0.4750, 0.1599]. Recommendation = [0.0, 0.2683, 0.1840], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4750, 0.1599] = 455.5927, sampling [0.0, 0.3938, 0.4351]. Recommendation = [0.0, 0.5044, 0.1194], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4750, 0.1599] = 455.5927, sampling [0.0, 0.3742, 0.3255]. Recommendation = [0.0, 0.4750, 0.1599], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4750, 0.1599] = 455.5927, sampling [0.0, 0.0579, 0.1022]. Recommendation = [0.0, 0.4750, 0.1599], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4750, 0.1599] = 455.5927, sampling [0.0, -0.0317, 0.4726]. Recommendation = [0.0, 0.2311, 0.0778], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4750, 0.1599] = 455.5927, sampling [0.0, 0.2311, 0.0778]. Recommendation = [0.0, 0.2311, 0.0778], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.2311, 0.0778] = 455.6492, sampling [0.0, 0.2496, 0.6523]. Recommendation = [0.0, 0.2235, 0.1955], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.2311, 0.0778] = 455.6492, sampling [0.0, 0.5973, 0.3807]. Recommendation = [0.0, 0.2235, 0.1955], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.6673, 0.2383]. Recommendation = [0.0, 0.2235, 0.1955], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.4644, 0.3383]. Recommendation = [0.0, 0.4644, 0.3383], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.1886, -0.0321]. Recommendation = [0.0, 0.2235, 0.1955], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.1144, -0.3331]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.3489, -0.2801]. Recommendation = [0.0, 0.1086, 0.0262], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.1086, 0.0262]. Recommendation = [0.0, 0.1086, 0.0262], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.2051, -0.3229]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 22000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.3713, 0.0671]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 23000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.2890, -0.1106]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 24000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.4480, 0.3159]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 25000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.2577, 0.6329]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 26000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.5222, -0.0792]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 27000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.1579, 0.4684]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 28000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.6259, 0.2841]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 29000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.4782, 0.0555]. Recommendation = [0.0, -0.4499, 0.2413], Current Cost = 30000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.4499, 0.2413]. Recommendation = [0.0, -0.4499, 0.2413], Current Cost = 31000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, -0.4927, 0.5913]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 32000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.5397, -0.2447]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 33000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.7095, 0.5938]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 34000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.5718, 0.8353]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 35000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.4174, 0.7001]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 36000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.7165, 0.4430]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 37000.00, Rho = -1.230
(iter 15) [0.0, 0.5973, 0.3807] = 456.0806, sampling [0.0, 0.0196, 0.8283]. Recommendation = [0.0, 0.5973, 0.3807], Current Cost = 38000.00, Rho = -1.230
