(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -0.7688, 0.9409]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -0.5018, 0.6408]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -0.5757, 1.2953]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -0.9924, 0.5547]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -1.0093, 0.8924]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -1.4595, 0.8606]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -1.1197, 1.2068] = 451.5875, sampling [0.0, -0.8103, 0.6810]. Recommendation = [0.0, -1.1197, 1.2068], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.8103, 0.6810] = 452.9633, sampling [0.0, -0.5161, 0.3126]. Recommendation = [0.0, -0.8103, 0.6810], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.7559, 0.4791]. Recommendation = [0.0, -0.5443, 0.4273], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.2401, 0.8287]. Recommendation = [0.0, -0.5443, 0.4273], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.9019, 1.2710]. Recommendation = [0.0, -0.5443, 0.4273], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.5443, 0.4273]. Recommendation = [0.0, -0.5443, 0.4273], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.1112, 1.5857]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.5692, 1.6110]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.7073, 1.9258]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.1328, 1.4179]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.3107, 1.2464]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.7610, 0.2844]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.3027, 0.2487]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.5265, 0.0293]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.1510, 1.0612]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 25000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.8565, 0.0899]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 26000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.8870, 0.9744]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 27000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.4278, 0.8874]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 28000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.1414, 0.2994]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 29000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.4056, 0.2643]. Recommendation = [0.0, -0.4056, 0.2643], Current Cost = 30000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.3996, 1.9334]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 31000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.1980, 1.8406]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 32000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.8523, 1.8986]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 33000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -1.4183, 1.6457]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 34000.00, Rho = -1.230
(iter 12) [0.0, -0.5161, 0.3126] = 453.7879, sampling [0.0, -0.2067, 0.1095]. Recommendation = [0.0, -0.5161, 0.3126], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.3237, -0.0869]. Recommendation = [0.0, -0.3377, 0.1529], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.3377, 0.1529]. Recommendation = [0.0, -0.3377, 0.1529], Current Cost = 37000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.8433, 1.4896]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 38000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.0478, -0.1036]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 39000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, 0.1984, 0.2314]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 40000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, 0.0655, 0.4824]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 41000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, 0.0906, -0.1060]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 42000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.0178, -0.2733]. Recommendation = [0.0, -0.2067, 0.1095], Current Cost = 43000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.6141, -0.1933]. Recommendation = [0.0, 0.0336, -0.1290], Current Cost = 44000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.3683, -0.5206]. Recommendation = [0.0, 0.0336, -0.1290], Current Cost = 45000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.3819, -0.1761]. Recommendation = [0.0, -0.0905, -0.1593], Current Cost = 46000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, -0.0275, -0.5570]. Recommendation = [0.0, -0.0905, -0.1593], Current Cost = 47000.00, Rho = -1.230
(iter 35) [0.0, -0.2067, 0.1095] = 454.3980, sampling [0.0, 0.2858, -0.0006]. Recommendation = [0.0, -0.0905, -0.1593], Current Cost = 48000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.2301, -0.2501]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 49000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.0394, 0.6244]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 50000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.0847, -0.2014]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 51000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.0023, 1.0685]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 52000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.3071, -0.5138]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 53000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.0992, -0.4964]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 54000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.2283, 0.3459]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 55000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.4945, 0.5354]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 56000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.6339, -0.0423]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 57000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -1.1896, 1.4673]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 58000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.1380, -0.7884]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 59000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.4294, 0.4940]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 60000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.2490, 0.3113]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 61000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.3800, 0.7276]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 62000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.5562, -0.1478]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 63000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.2215, 0.1737]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 64000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.2128, -0.7373]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 65000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -1.0602, 1.7179]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 66000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -1.4524, 1.3021]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 67000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.5411, 1.0742]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 68000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.6817, 0.1206]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 69000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.1444, 1.6072]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 70000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, -0.5940, 0.0653]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 71000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.7351, 0.3318]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 72000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.6085, 0.7143]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 73000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.5303, 0.9315]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 74000.00, Rho = -1.230
(iter 48) [0.0, 0.2858, -0.0006] = 455.1126, sampling [0.0, 0.7817, 0.6047]. Recommendation = [0.0, 0.2858, -0.0006], Current Cost = 75000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.3525, 0.9583]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 76000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.6232, -0.5875]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 77000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.6359, -0.0787]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 78000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, -1.2266, 0.5900]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 79000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, -0.9496, 1.4080]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 80000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.0567, 0.8666]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 81000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.7434, 0.6589]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 82000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, -0.4550, 0.7372]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 83000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.4737, 0.7288]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 84000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.1850, -0.2106]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 85000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, -1.2329, 1.9181]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 86000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, -1.2734, 1.0889]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 87000.00, Rho = -1.230
(iter 75) [0.0, 0.7817, 0.6047] = 456.2484, sampling [0.0, 0.8506, 0.7958]. Recommendation = [0.0, 0.7817, 0.6047], Current Cost = 88000.00, Rho = -1.230
