(iter 5) [0.0, 0.9919, 1.2737] = 447.8998, sampling [0.0, 0.5625, 1.8589]. Recommendation = [0.0, 0.9919, 1.2737], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.9919, 1.2737] = 447.8998, sampling [0.0, -0.9151, 0.6619]. Recommendation = [0.0, 0.9919, 1.2737], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -0.4190, 0.4414]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -1.1184, 1.4103]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -0.8102, 1.0573]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -1.4914, 0.9436]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -0.7437, 1.9505]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -0.9316, 0.2574]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -1.8154, 1.9907]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, 0.4719, 1.1118]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.9151, 0.6619] = 449.5497, sampling [0.0, -0.6245, 0.8925]. Recommendation = [0.0, -0.9151, 0.6619], Current Cost = 15000.00, Rho = -1.230
