(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.2997, -0.1109]. Recommendation = [0.0, -0.6040, 0.1688], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.6309, 0.6056]. Recommendation = [0.0, -0.2997, -0.1109], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.4626, 0.3564]. Recommendation = [0.0, -0.2997, -0.1109], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.8247, 1.0243]. Recommendation = [0.0, -0.4626, 0.3564], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.2947, 0.1057]. Recommendation = [0.0, -0.4626, 0.3564], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.8972, 0.7089]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.8379, 0.2705]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.5235, -0.1327]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.7315, 0.7853]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.0426, 1.2651]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.1483, 0.9301]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.4290, 0.1526]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.3555, 0.6431]. Recommendation = [0.0, -0.3072, 0.0792], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.6601, 0.3160]. Recommendation = [0.0, -0.3072, 0.0792], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.2763, -0.3041]. Recommendation = [0.0, -0.3072, 0.0792], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.2221, 0.2747]. Recommendation = [0.0, -0.2947, 0.1057], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.0690, 0.0241]. Recommendation = [0.0, -0.4072, 0.1443], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.8205, 0.6133]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.0077, 1.0604]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.9245, 1.2179]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.0553, 1.4512]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.2515, 1.2497]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.3737, 0.4522]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.1392, 0.7450]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.5920, 0.7701]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.7489, 0.0192]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.1172, -0.0039]. Recommendation = [0.0, -0.0690, 0.0241], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.0710, 0.0615]. Recommendation = [0.0, 0.1172, -0.0039], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.1217, 0.3445]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.2546, -0.2004]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.2351, -0.0743]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.1674, 0.1345]. Recommendation = [0.0, 0.1172, -0.0039], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, 0.0934, 0.3931]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -0.4229, 1.2243]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.6040, 0.1688] = 449.8861, sampling [1.0, -1.1153, 1.2376]. Recommendation = [0.0, -0.0400, 0.0533], Current Cost = 5039.00, Rho = 1.000
