(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.0897, -0.1135]. Recommendation = [0.0, 0.4257, 0.0523], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.2325, -0.0290]. Recommendation = [0.0, 0.4257, 0.0523], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.3850, -0.4063]. Recommendation = [0.0, 0.2325, -0.0290], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.0470, 0.2877]. Recommendation = [0.0, 0.2325, -0.0290], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.2347, 0.0946]. Recommendation = [0.0, 0.3574, 0.0212], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.2938, 0.4691]. Recommendation = [0.0, 0.0517, 0.0390], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.1969, 0.5565]. Recommendation = [0.0, -0.0534, 0.1282], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.3196, 0.9211]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.0451, 0.5761]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.2812, 0.2976]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.0314, -0.4516]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.1627, -0.2074]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.0534, 0.1282]. Recommendation = [0.0, 0.0517, 0.0390], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.1890, 0.3190]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.6672, 0.2954]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.4621, 0.0290]. Recommendation = [0.0, 0.1016, 0.0779], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.8036, 0.7256]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.4159, 0.6301]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.7253, 1.1162]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.6308, 0.8945]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.7905, 0.5678]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.4732, -0.2667]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.9391, 0.1408]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.6479, -0.0036]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.1568, -0.0659]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.9477, 0.9637]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.9771, 0.4940]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.3541, -0.1544]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, 0.1016, 0.0779]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.7655, 0.4004]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.4257, 0.0523] = 454.3079, sampling [1.0, -0.9576, 1.2538]. Recommendation = [0.0, 0.3323, 0.0427], Current Cost = 5035.00, Rho = 1.000
