(iter 5) [0.0, 1.1087, 0.3026] = 370.4094, sampling [0.0, 0.9405, 0.2563]. Recommendation = [0.0, 1.1087, 0.3026], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.9405, 0.2563] = 416.8174, sampling [0.0, 0.8609, 0.1371]. Recommendation = [0.0, 0.9405, 0.2563], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.8609, 0.1371] = 419.7916, sampling [0.0, 0.7131, 0.2476]. Recommendation = [0.0, 0.8609, 0.1371], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.7131, 0.2476] = 449.4154, sampling [0.0, 0.5911, 0.2906]. Recommendation = [0.0, 0.7131, 0.2476], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.5911, 0.2906] = 455.7863, sampling [0.0, 0.5436, 0.4475]. Recommendation = [0.0, 0.5911, 0.2906], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.5911, 0.2906] = 455.7863, sampling [0.0, 0.5140, 0.2808]. Recommendation = [0.0, 0.5911, 0.2906], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.5140, 0.2808] = 456.0360, sampling [0.0, 0.4377, 0.1492]. Recommendation = [0.0, 0.5140, 0.2808], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.5140, 0.2808] = 456.0360, sampling [0.0, 0.7641, 0.5820]. Recommendation = [0.0, 0.5140, 0.2808], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.6290, 0.6055]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.8754, 0.4245]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.5446, 0.5286]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.4681, 0.5885]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.3021, 0.1148]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.1377, 0.4379]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.1851, 0.1736]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.3057, -0.0952]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.7571, -0.1376]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.0877, 0.2300]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.2358, -0.0772]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.7641, 0.5820] = 456.2440, sampling [0.0, 0.4529, -0.2797]. Recommendation = [0.0, 0.7641, 0.5820], Current Cost = 24000.00, Rho = -1.230
