(iter 5) [0.0, 1.3266, 1.7506] = 456.1846, sampling [0.0, 1.2055, 1.4279]. Recommendation = [0.0, 1.3266, 1.7506], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 1.0329, 1.6100]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.7656, 1.1521]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.3028, 0.7363]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 1.0893, 1.0984]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.7760, 0.7909]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.4820, 0.4695]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 1.0246, 0.7074]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.7155, 0.5307]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 1.2679, 1.2344]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.9291, 0.9988]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 1.3610, 1.5210]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.9552, 1.2461]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.6352, 0.7992]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 1.2055, 1.4279] = 456.1937, sampling [0.0, 0.4779, 0.1353]. Recommendation = [0.0, 1.2055, 1.4279], Current Cost = 19000.00, Rho = -1.230
