(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.4128, 0.0087]. Recommendation = [0.0, 0.2573, -0.3732], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.0010, 0.0559]. Recommendation = [0.0, 0.4128, 0.0087], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.2235, 0.3637]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.0358, 0.6885]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.7306, 0.3896]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.3761, 0.7181]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.5017, 0.1676]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.1220, 0.3519]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.2675, 1.2517]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.2306, -0.0089]. Recommendation = [0.0, 0.2306, -0.0089], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.6910, -0.0728]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.3550, 0.5120]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.1388, -0.2490]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.3404, 0.1235]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.3765, 0.4917]. Recommendation = [0.0, -0.1498, 0.0989], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.6038, 0.8817]. Recommendation = [0.0, -0.1498, 0.0989], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.3264, 0.7079]. Recommendation = [0.0, -0.1498, 0.0989], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.6591, 0.4144]. Recommendation = [0.0, -0.1498, 0.0989], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.5609, 0.2139]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.2531, -0.0546]. Recommendation = [0.0, -0.4331, 0.2736], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.7016, 1.2325]. Recommendation = [0.0, -0.4331, 0.2736], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.7633, -0.0021]. Recommendation = [0.0, -0.4331, 0.2736], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.8819, 0.6578]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.6474, 0.6770]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.2854, -0.2246]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.3336, -0.3638]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.1295, 0.5650]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.2791, 1.0978]. Recommendation = [0.0, 0.3930, 0.2525], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.8157, 0.6665]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.9725, 0.3270]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.7416, 0.9249]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.5456, 0.8305]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.8215, 0.9190]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.0135, -0.4259]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.6694, -0.2970]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.4679, 0.0768]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.3930, 0.2525]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.9631, 0.4530]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.1498, 0.0989]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.5088, 1.6673]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, -0.4331, 0.2736]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 1.0875, 0.6447]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 1.0424, 0.9641]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.2573, -0.3732] = 436.4384, sampling [1.0, 0.8722, 1.3046]. Recommendation = [0.0, 0.1419, 0.0185], Current Cost = 5048.00, Rho = 1.000
