(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.0509, 0.6007]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, -0.0884, 0.2866]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.3578, 0.5367]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.2655, 0.9781]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, -0.2905, 0.6583]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.1513, 0.1456]. Recommendation = [0.0, -0.4434, 0.0309], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.1959, 0.3704]. Recommendation = [0.0, 0.0772, 0.2149], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.6761, 0.4035]. Recommendation = [0.0, 0.0772, 0.2149], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.5005, 0.1349]. Recommendation = [0.0, 0.6761, 0.4035], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, -0.0751, -0.0479]. Recommendation = [0.0, 0.6761, 0.4035], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.5396, 0.6112]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, -0.3753, 0.1532]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, -0.1689, 0.4840]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.8308, 0.6310]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.9317, 0.2325]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.9693, 0.9451]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 1.0195, 0.5246]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.7178, 1.1307]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.8003, 0.9043]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 1.2804, 0.8802]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 1.0676, 1.2877]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 1.0412, 1.1191]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 1.0843, 0.7713]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4434, 0.0309] = 451.4703, sampling [1.0, 0.1876, -0.1608]. Recommendation = [0.0, 0.0091, 0.1154], Current Cost = 5028.00, Rho = 1.000
