(iter 5) [0.0, -0.3476, 0.5739] = 433.9578, sampling [0.0, 0.2376, 0.5543]. Recommendation = [0.0, -0.3476, 0.5739], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.3476, 0.5739] = 433.9578, sampling [0.0, -0.0830, 0.8179]. Recommendation = [0.0, -0.3476, 0.5739], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.3476, 0.5739] = 433.9578, sampling [0.0, 0.5399, 0.2811]. Recommendation = [0.0, -0.3476, 0.5739], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.5399, 0.2811] = 456.0775, sampling [0.0, 0.2638, 0.3253]. Recommendation = [0.0, 0.5399, 0.2811], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.5399, 0.2811] = 456.0775, sampling [0.0, -0.1134, 0.5166]. Recommendation = [0.0, 0.5399, 0.2811], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.5399, 0.2811] = 456.0775, sampling [0.0, 0.7857, 0.6103]. Recommendation = [0.0, 0.5399, 0.2811], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.7078, 0.3405]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.4527, 0.8122]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.3941, 0.4986]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8361, 1.3064]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.1464, 1.6667]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.3225, 1.3611]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.7489, 0.9096]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.4686, 1.0030]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.2062, 1.0517]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.5191, 1.6251]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8194, 0.6466]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.6471, 0.6031]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.1628, 1.4277]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 23000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.6266, 0.3344]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 24000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.2045, 0.2452]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 25000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.0816, 0.4531]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 26000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.3524, 0.3722]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 27000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.1692, 0.1167]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 28000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.0382, 0.1403]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 29000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.1208, 0.3837]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 30000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.4987, 0.0942]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 31000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.4900, 0.0562]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 32000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.2911, 0.0391]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 33000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.0998, 1.1616]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 34000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.1563, 1.9883]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 35000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.6842, 1.6980]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 36000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.5640, 0.4380]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 37000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8156, 0.1631]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 38000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.0272, -0.0876]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 39000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, 0.2843, -0.0597]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 40000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8562, 0.7594]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 41000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.4718, 0.9121]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 42000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8829, 0.3934]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 43000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.5783, 0.7254]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 44000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.3364, -0.1622]. Recommendation = [0.0, -0.3176, 0.1211], Current Cost = 45000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.8722, 1.1480]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 46000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -1.3024, 1.8751]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 47000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.6535, 0.2039]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 48000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.3176, 0.1211]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 49000.00, Rho = -1.230
(iter 10) [0.0, 0.7857, 0.6103] = 456.2492, sampling [0.0, -0.6173, -0.1803]. Recommendation = [0.0, 0.7857, 0.6103], Current Cost = 50000.00, Rho = -1.230
