(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.0926, 0.6503]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.6631, 0.8075]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.3693, 0.6591]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.3235, 0.5006]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.3666, 1.0723]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.7080, 0.3584]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.0220, 0.4429]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.4501, 0.2239]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -1.1582, 1.0401]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.1053, 0.1121]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.6515, 0.7561]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.2496, 0.1702]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.6050, 0.5697]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.1387, 0.4321]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.8999, 1.2697]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.1304, 0.7463]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.8895, 0.6183]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.4798, -0.0742]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.2062, 0.4897]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, -0.3747, 0.7055]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.8111, 0.6308] = 456.1909, sampling [1.0, 0.1102, 0.1596]. Recommendation = [0.0, 0.8111, 0.6308], Current Cost = 5025.00, Rho = 1.000
