(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.1940, 0.9827]. Recommendation = [0.0, -0.5986, 0.9712], Current Cost = 5005.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.9889, 1.0709]. Recommendation = [0.0, -0.5986, 0.9712], Current Cost = 5006.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.9551, 0.8851]. Recommendation = [0.0, 0.9889, 1.0709], Current Cost = 5007.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.7696, 0.8473]. Recommendation = [0.0, 0.9551, 0.8851], Current Cost = 5008.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.9491, 0.6466]. Recommendation = [0.0, 0.9551, 0.8851], Current Cost = 5009.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 1.0422, 0.8965]. Recommendation = [0.0, 0.9551, 0.8851], Current Cost = 5010.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.9329, 0.9906]. Recommendation = [0.0, 0.9551, 0.8851], Current Cost = 5011.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.8158, 0.6697]. Recommendation = [0.0, 0.9551, 0.8851], Current Cost = 5012.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.7917, 0.4441]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5013.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.4862, 0.4269]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5014.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.5488, 0.7081]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5015.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.7603, 0.2270]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5016.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 1.1488, 1.0581]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5017.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.5920, 0.0928]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5018.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.3010, 0.1613]. Recommendation = [0.0, 0.8158, 0.6697], Current Cost = 5019.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.4058, -0.0639]. Recommendation = [0.0, 0.3010, 0.1613], Current Cost = 5020.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.2949, 0.0331]. Recommendation = [0.0, 0.3010, 0.1613], Current Cost = 5021.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.2827, 0.4551]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5022.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.5980, -0.0789]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5023.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 1.0971, 0.3665]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5024.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.2676, -0.0710]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5025.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.2610, 0.1175]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5026.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.3666, -0.1499]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5027.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.0892, 0.3099]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5028.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.1061, -0.0289]. Recommendation = [0.0, 0.2949, 0.0331], Current Cost = 5029.00, Rho = 0.295
(iter 10) [0.0, -0.5986, 0.9712] = 416.1829, sampling [1.0, 0.1719, -0.1847]. Recommendation = [0.0, 0.1061, -0.0289], Current Cost = 5030.00, Rho = 0.295
