(iter 5) [0.0, -0.0861, -0.3650] = 441.2535, sampling [0.0, 0.3779, 0.9777]. Recommendation = [0.0, -0.0861, -0.3650], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0861, -0.3650] = 441.2535, sampling [0.0, 0.4002, 1.7320]. Recommendation = [0.0, -0.0861, -0.3650], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0861, -0.3650] = 441.2535, sampling [0.0, 0.1052, 0.2327]. Recommendation = [0.0, -0.0861, -0.3650], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.1052, 0.2327] = 450.5874, sampling [0.0, 0.9699, 0.7496]. Recommendation = [0.0, 0.1052, 0.2327], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.9699, 0.7496] = 452.6455, sampling [0.0, 0.6042, 0.3851]. Recommendation = [0.0, 0.9699, 0.7496], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, 1.2406, 1.2073]. Recommendation = [0.0, 0.6042, 0.3851], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, 0.8295, 1.0828]. Recommendation = [0.0, 0.6042, 0.3851], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, 1.8334, 1.6160]. Recommendation = [0.0, 0.6042, 0.3851], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, 0.2873, 0.5111]. Recommendation = [0.0, 0.6042, 0.3851], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, 0.3534, 0.0422]. Recommendation = [0.0, 0.6042, 0.3851], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, 0.6042, 0.3851] = 456.1028, sampling [0.0, -0.2720, 0.0173]. Recommendation = [0.0, 0.3442, 0.1081], Current Cost = 15000.00, Rho = -1.230
