(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.6128, -0.2809]. Recommendation = [0.0, 0.7318, -0.2645], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.5223, -0.1682]. Recommendation = [0.0, 0.6128, -0.2809], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.5335, -0.1234]. Recommendation = [0.0, 0.5223, -0.1682], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.5048, 0.0267]. Recommendation = [0.0, 0.5335, -0.1234], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.3581, 0.1425]. Recommendation = [0.0, 0.5048, 0.0267], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.4443, 0.1177]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.0557, 0.2322]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.1373, 0.3869]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, -0.0819, 0.4247]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.1255, 0.5639]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.4877, 0.3653]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.2315, 0.4648]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.5576, 0.2874]. Recommendation = [0.0, 0.3581, 0.1425], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.6553, 0.0847]. Recommendation = [0.0, 0.5576, 0.2874], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.7318, -0.2645] = 392.2295, sampling [1.0, 0.5701, -0.0289]. Recommendation = [0.0, 0.5576, 0.2874], Current Cost = 5019.00, Rho = 1.000
