(iter 5) [0.0, 0.5019, -0.2063] = 435.0551, sampling [0.0, 0.8850, 0.2309]. Recommendation = [0.0, 0.5019, -0.2063], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.5019, -0.2063] = 435.0551, sampling [0.0, 0.8903, -0.2529]. Recommendation = [0.0, 0.5019, -0.2063], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.5019, -0.2063] = 435.0551, sampling [0.0, 0.7171, 0.7198]. Recommendation = [0.0, 0.5019, -0.2063], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.7171, 0.7198] = 451.9960, sampling [0.0, 0.4833, 0.4483]. Recommendation = [0.0, 0.7171, 0.7198], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.7171, 0.7198] = 451.9960, sampling [0.0, 1.0582, 0.5372]. Recommendation = [0.0, 0.7171, 0.7198], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.7171, 0.7198] = 451.9960, sampling [0.0, 0.5546, 0.1782]. Recommendation = [0.0, 0.7171, 0.7198], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.5546, 0.1782] = 454.4268, sampling [0.0, 0.6949, 1.0378]. Recommendation = [0.0, 0.5546, 0.1782], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.5546, 0.1782] = 454.4268, sampling [0.0, 0.3635, 0.7931]. Recommendation = [0.0, 0.5546, 0.1782], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.5546, 0.1782] = 454.4268, sampling [0.0, 0.7909, 0.5636]. Recommendation = [0.0, 0.5546, 0.1782], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.7909, 0.5636] = 455.8726, sampling [0.0, 0.9513, 1.0094]. Recommendation = [0.0, 0.7909, 0.5636], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.7909, 0.5636] = 455.8726, sampling [0.0, 0.9402, 1.4737]. Recommendation = [0.0, 0.7909, 0.5636], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.7909, 0.5636] = 455.8726, sampling [0.0, 0.5704, 1.5677]. Recommendation = [0.0, 0.7909, 0.5636], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.7909, 0.5636] = 455.8726, sampling [0.0, 0.3462, 0.1320]. Recommendation = [0.0, 0.7909, 0.5636], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.7909, 0.5636] = 455.8726, sampling [0.0, 0.8549, 0.7831]. Recommendation = [0.0, 0.4621, 0.1947], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.8549, 0.7831] = 456.0065, sampling [0.0, 0.2649, 0.3785]. Recommendation = [0.0, 0.4621, 0.1947], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.8549, 0.7831] = 456.0065, sampling [0.0, 1.0537, 1.1544]. Recommendation = [0.0, 0.4621, 0.1947], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, 1.0537, 1.1544] = 456.1014, sampling [0.0, 0.5826, -0.0104]. Recommendation = [0.0, 0.4621, 0.1947], Current Cost = 21000.00, Rho = -1.230
