(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.5572, 0.0596]. Recommendation = [0.0, 0.6198, 0.2311], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.6695, 0.1531]. Recommendation = [0.0, 0.6198, 0.2311], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.5311, 0.3298]. Recommendation = [0.0, 0.6198, 0.2311], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.4101, 0.0401]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.3834, 0.4225]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.1617, 0.1957]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.3494, -0.0260]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.4516, -0.0177]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.0768, 0.0353]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.0681, 0.0975]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.1107, 0.3580]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.0627, 0.1605]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.0023, -0.0770]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.5023, -0.2855]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.0093, -0.2413]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.5095, -0.0413]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.0574, 0.2707]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.1885, 0.1225]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.0439, 0.0896]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.4891, 0.5709]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8211, 0.3836]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8327, 0.2111]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.1543, 0.4511]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.6520, 0.6603]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8070, 0.6167]. Recommendation = [0.0, 0.5311, 0.3298], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8584, 0.6042]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8158, 0.7124]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.6920, 0.6825]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.3109, 0.6530]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.2383, 0.2787]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.0387, 0.4077]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.3121, 0.0174]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.0862, -0.2574]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7268, 0.8549]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.5209, 0.8051]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7020, 0.0855]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.2066, -0.3079]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.9225, 0.3491]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.8952, 0.8422]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7291, 0.1844]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.3277, 0.3422]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.4516, -0.0107]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.5043, 0.2169]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.4898, 0.4400]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.5562, 0.3124]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.5461, 0.3930]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.4029, 0.5867]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.2228, 0.7319]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.4695, -0.1396]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.1020, -0.4671]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6002, 0.4984]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6880, 0.1450]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6582, 0.0743]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7133, 0.9874]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.0893, 0.6977]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.6587, 0.9069]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.3884, -0.5260]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.7740, 0.2403]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6665, 0.5976]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6369, 0.6358]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.6524, 0.7104]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 1.1197, 0.6766]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.9420, -0.0490]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.8851, 0.6131]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.9295, 0.3903]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.8262, 0.2874]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.9383, 0.6245]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.2913, 0.9954]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.9794, 1.0306]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7913, 1.0431]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.1514, -0.6248]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.5917, -0.1565]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 1.0056, 1.2080]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7101, 1.2127]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 1.1525, 0.8119]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.3620, 0.8830]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.7775, 0.1788]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.1933, -0.5186]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 1.0170, 0.3630]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.4366, -0.4134]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, -0.4819, -0.3860]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 1.1794, 0.9025]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.6198, 0.2311] = 453.8149, sampling [1.0, 0.9649, 1.4772]. Recommendation = [0.0, 0.8070, 0.6167], Current Cost = 5087.00, Rho = 1.000
