(iter 5) [0.0, 0.0910, -0.1707] = 452.2713, sampling [0.0, -0.0908, 0.6590]. Recommendation = [0.0, 0.0910, -0.1707], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0910, -0.1707] = 452.2713, sampling [0.0, 0.3321, 0.2619]. Recommendation = [0.0, 0.0910, -0.1707], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, -0.1551, 0.2029]. Recommendation = [0.0, 0.3321, 0.2619], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, -0.4143, 1.3557]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, 0.4452, 0.7804]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, -0.4451, 0.4491]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, 0.8629, 0.4048]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, 1.2744, 0.9530]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, 0.3321, 0.2619] = 453.5546, sampling [0.0, 0.8885, 0.9212]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.8885, 0.9212] = 454.5497, sampling [0.0, 1.4003, 0.4766]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.8885, 0.9212] = 454.5497, sampling [0.0, 0.5658, 0.0136]. Recommendation = [0.0, 0.0793, 0.3239], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.8885, 0.9212] = 454.5497, sampling [0.0, 0.6551, 0.4972]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 1.4918, 1.6704]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 0.9125, 1.3254]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 18000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 1.8906, 1.3426]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 19000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 0.3683, 1.1379]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 20000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 0.0793, 0.3239]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 21000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -1.2366, 1.5276]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 22000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -1.2162, 0.9776]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 23000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -1.8837, 1.8254]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 24000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -0.8974, 1.0399]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 25000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -0.9622, 1.9739]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 26000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -1.0475, 1.2914]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 27000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, -0.5421, 0.9625]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 28000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 0.1525, 0.0476]. Recommendation = [0.0, 0.1525, 0.0476], Current Cost = 29000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 1.1896, 1.7382]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 30000.00, Rho = -1.230
(iter 16) [0.0, 0.6551, 0.4972] = 455.7173, sampling [0.0, 1.1778, 1.4266]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 31000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -1.0482, 0.5490]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 32000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.7013, 0.1597]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 33000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.7306, 0.4253]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 34000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.3937, -0.0132]. Recommendation = [0.0, 0.5058, 0.2456], Current Cost = 35000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -1.6287, 0.9069]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 36000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, 0.9844, 0.7102]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 37000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, 0.2066, 0.6161]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 38000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.7579, 1.4081]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 39000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.4776, 0.1789]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 40000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, 0.5058, 0.2456]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 41000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, 0.6813, 0.9738]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 42000.00, Rho = -1.230
(iter 31) [0.0, 1.1778, 1.4266] = 456.1127, sampling [0.0, -0.0548, -0.0597]. Recommendation = [0.0, -0.3441, 0.1104], Current Cost = 43000.00, Rho = -1.230
