(iter 5) [0.0, 0.1213, -0.2465] = 448.7072, sampling [0.0, 0.4740, 0.6518]. Recommendation = [0.0, 0.1213, -0.2465], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1213, -0.2465] = 448.7072, sampling [0.0, 0.2189, 0.2261]. Recommendation = [0.0, 0.1213, -0.2465], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.2189, 0.2261] = 452.5151, sampling [0.0, -0.0039, 0.5167]. Recommendation = [0.0, 0.2189, 0.2261], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.2189, 0.2261] = 452.5151, sampling [0.0, 0.4885, 0.3709]. Recommendation = [0.0, 0.2189, 0.2261], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.5864, 1.0372]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.2466, 0.4805]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.0264, 0.1627]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.2913, -0.0736]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.0079, 0.9896]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.4885, 0.3709] = 454.2871, sampling [0.0, 0.4596, 0.1562]. Recommendation = [0.0, 0.4885, 0.3709], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.4596, 0.1562] = 455.7055, sampling [0.0, 0.7494, 0.3304]. Recommendation = [0.0, 0.4596, 0.1562], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 0.4596, 0.1562] = 455.7055, sampling [0.0, 0.6325, 0.8021]. Recommendation = [0.0, 0.4596, 0.1562], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 0.4596, 0.1562] = 455.7055, sampling [0.0, 0.9803, 1.0305]. Recommendation = [0.0, 0.4596, 0.1562], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 0.0607, -0.1415]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.2283, 0.2391]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.1173, 0.0877]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.0983, 0.3065]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 1.0229, 1.2943]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 0.6537, 1.3554]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 23000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 1.0855, 0.9079]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 24000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 1.4826, 1.1657]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 25000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 0.3079, 0.7985]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 26000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.4898, 0.5909]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 27000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.2858, 0.7277]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 28000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 1.0359, 0.4520]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 29000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, 0.9588, 0.7024]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 30000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.4008, 0.0464]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 31000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.1877, -0.1324]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 32000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.2331, 0.0361]. Recommendation = [0.0, -0.2331, 0.0361], Current Cost = 33000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.3148, 0.2774]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 34000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.7446, 0.3178]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 35000.00, Rho = -1.230
(iter 17) [0.0, 0.9803, 1.0305] = 455.8177, sampling [0.0, -0.7608, 0.5755]. Recommendation = [0.0, 0.9803, 1.0305], Current Cost = 36000.00, Rho = -1.230
