(iter 5) [0.0, -0.7172, -0.1382] = 410.7723, sampling [0.0, -0.3427, 0.3832]. Recommendation = [0.0, -0.7172, -0.1382], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.3427, 0.3832] = 447.4330, sampling [0.0, -0.5354, 0.7847]. Recommendation = [0.0, -0.3427, 0.3832], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.3427, 0.3832] = 447.4330, sampling [0.0, -0.5368, 0.3318]. Recommendation = [0.0, -0.3427, 0.3832], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.5368, 0.3318] = 453.7476, sampling [0.0, 0.0139, 0.6591]. Recommendation = [0.0, -0.5368, 0.3318], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.5368, 0.3318] = 453.7476, sampling [0.0, -0.3496, 0.5833]. Recommendation = [0.0, -0.5368, 0.3318], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.5368, 0.3318] = 453.7476, sampling [0.0, -0.2039, 0.1259]. Recommendation = [0.0, -0.5368, 0.3318], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.5180, -0.0136]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.5752, 1.2723]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.1907, 1.9037]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.3080, 0.8851]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.8147, 0.7214]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.0308, 0.4146]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.9141, 1.0420]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.7107, 0.9135]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.1135, 0.7780]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.9677, 0.3418]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.2467, 1.3589]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.2124, 1.0847]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.9584, 1.3643]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 23000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.4819, 1.7207]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 24000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.1046, 1.8818]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 25000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.7499, 1.3237]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 26000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -1.0911, 1.5052]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 27000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, -0.2988, 0.2024]. Recommendation = [0.0, -0.2988, 0.2024], Current Cost = 28000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.5769, 0.8053]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 29000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.8946, 1.2157]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 30000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.5877, 1.0956]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 31000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.3636, 0.5600]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 32000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 1.3903, 1.1790]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 33000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 1.0872, 0.7422]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 34000.00, Rho = -1.230
(iter 10) [0.0, -0.2039, 0.1259] = 454.1388, sampling [0.0, 0.8355, 0.7626]. Recommendation = [0.0, -0.3934, 0.2766], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, 0.8355, 0.7626] = 455.8563, sampling [0.0, 0.8514, 1.0266]. Recommendation = [0.0, 0.8355, 0.7626], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, 0.8355, 0.7626] = 455.8563, sampling [0.0, 1.1783, 1.3770]. Recommendation = [0.0, 0.8355, 0.7626], Current Cost = 37000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.3750, 0.2106]. Recommendation = [0.0, 1.1783, 1.3770], Current Cost = 38000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.0386, 0.0554]. Recommendation = [0.0, 1.1783, 1.3770], Current Cost = 39000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.1346, 0.2307]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 40000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.7722, 0.6058]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 41000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.5687, 1.7048]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 42000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.8282, 0.2626]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 43000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.9519, 0.5070]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 44000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.4283, 0.3253]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 45000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.3457, 1.6128]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 46000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.8717, 1.2856]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 47000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.2028, 1.1373]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 48000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.1316, 1.5328]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 49000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.2379, 1.9461]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 50000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, -0.0965, -0.1863]. Recommendation = [0.0, -0.0668, 0.1544], Current Cost = 51000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, -0.2352, -0.0436]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 52000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.2352, -0.0946]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 53000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.6623, 0.1188]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 54000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, -0.8328, 1.7010]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 55000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, -1.3007, 1.5641]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 56000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.0505, 1.2989]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 57000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 1.2754, 1.8147]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 58000.00, Rho = -1.230
(iter 37) [0.0, 1.1783, 1.3770] = 456.2551, sampling [0.0, 0.4041, 0.1067]. Recommendation = [0.0, -0.0928, 0.0472], Current Cost = 59000.00, Rho = -1.230
