(iter 5) [0.0, 0.1973, -0.8273] = 380.6157, sampling [0.0, 0.3178, -0.4567]. Recommendation = [0.0, 0.1973, -0.8273], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3178, -0.4567] = 424.7297, sampling [0.0, 0.1680, -0.2479]. Recommendation = [0.0, 0.3178, -0.4567], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.1680, -0.2479] = 447.9843, sampling [0.0, 0.3643, -0.1494]. Recommendation = [0.0, 0.1680, -0.2479], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.1680, -0.2479] = 447.9843, sampling [0.0, 0.2172, -0.0471]. Recommendation = [0.0, 0.1680, -0.2479], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2172, -0.0471] = 454.7986, sampling [0.0, 0.1683, 0.2801]. Recommendation = [0.0, 0.2496, -0.1699], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2172, -0.0471] = 454.7986, sampling [0.0, 0.1540, 0.1174]. Recommendation = [0.0, 0.2172, -0.0471], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2172, -0.0471] = 454.7986, sampling [0.0, 0.5021, 0.2087]. Recommendation = [0.0, 0.2172, -0.0471], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.5021, 0.2087] = 455.8631, sampling [0.0, 0.3768, 0.3627]. Recommendation = [0.0, 0.5021, 0.2087], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 0.5021, 0.2087] = 455.8631, sampling [0.0, 0.5346, -0.0310]. Recommendation = [0.0, 0.5021, 0.2087], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 0.5021, 0.2087] = 455.8631, sampling [0.0, 0.0879, 0.6310]. Recommendation = [0.0, 0.5021, 0.2087], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 0.5021, 0.2087] = 455.8631, sampling [0.0, 0.4528, 0.6107]. Recommendation = [0.0, 0.5021, 0.2087], Current Cost = 15000.00, Rho = -1.230
