(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.0758, 0.3160]. Recommendation = [0.0, 0.2694, -0.0827], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.0720, 0.0818]. Recommendation = [0.0, 0.2694, -0.0827], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.2687, 0.6970]. Recommendation = [0.0, 0.0720, 0.0818], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.2475, 0.4038]. Recommendation = [0.0, 0.0720, 0.0818], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.0364, 0.2311]. Recommendation = [0.0, 0.0364, 0.2311], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.1410, 0.6212]. Recommendation = [0.0, 0.0720, 0.0818], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.1370, 0.4828]. Recommendation = [0.0, 0.0720, 0.0818], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.1059, -0.0426]. Recommendation = [0.0, 0.0720, 0.0818], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.3150, 0.1897]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.3776, 0.3985]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.4714, 0.8900]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.3208, 0.0478]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, -0.1551, 0.2806]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.3850, 0.1768]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2694, -0.0827] = 453.3563, sampling [1.0, 0.3052, 0.2944]. Recommendation = [0.0, 0.0163, 0.0550], Current Cost = 5019.00, Rho = 1.000
