(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.6037, 1.0768]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.3204, 0.6001]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.0035, 0.4885]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.9343, 1.1427]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.8206, 1.4189]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.1820, 0.9492]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.1958, 0.4212]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.7508, 0.7900]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.6098, 0.5935]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 1.0244, 0.7741]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 1.0839, 1.0850]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.8117, 1.0433]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.3946, 0.3545]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.1752, 0.2507]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.7780, 0.5315]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 1.1027, 1.2399] = 456.2323, sampling [0.0, 0.8475, 0.7185]. Recommendation = [0.0, 1.1027, 1.2399], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.5286, 0.3740]. Recommendation = [0.0, 0.7746, 0.6888], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 1.2815, 0.9408]. Recommendation = [0.0, 0.7746, 0.6888], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.6827, 0.4477]. Recommendation = [0.0, 0.7746, 0.6888], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.5523, 0.9084]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 24000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.4415, 0.4282]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 25000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.0872, 0.2768]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 26000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 1.3299, 1.2848]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 27000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 1.0052, 1.2957]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 28000.00, Rho = -1.230
(iter 20) [0.0, 0.8475, 0.7185] = 456.2767, sampling [0.0, 0.2630, 0.1583]. Recommendation = [0.0, 0.8475, 0.7185], Current Cost = 29000.00, Rho = -1.230
