(iter 5) [0.0, 0.4232, -0.0102] = 452.3840, sampling [0.0, 0.5496, 0.4999]. Recommendation = [0.0, 0.4232, -0.0102], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.4232, -0.0102] = 452.3840, sampling [0.0, 0.4857, 1.1229]. Recommendation = [0.0, 0.4232, -0.0102], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.4232, -0.0102] = 452.3840, sampling [0.0, 0.9130, -0.0790]. Recommendation = [0.0, 0.4232, -0.0102], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.4232, -0.0102] = 452.3840, sampling [0.0, 0.0897, 0.6373]. Recommendation = [0.0, 0.4232, -0.0102], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.4232, -0.0102] = 452.3840, sampling [0.0, 0.6109, 0.2033]. Recommendation = [0.0, 0.4232, -0.0102], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.6109, 0.2033] = 453.2617, sampling [0.0, 0.3486, 1.9541]. Recommendation = [0.0, 0.6109, 0.2033], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.6109, 0.2033] = 453.2617, sampling [0.0, 0.3082, 0.3729]. Recommendation = [0.0, 0.6109, 0.2033], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 0.6109, 0.2033] = 453.2617, sampling [0.0, 0.8339, 0.6581]. Recommendation = [0.0, 0.6109, 0.2033], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 0.4074, 0.7726]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.6310, -0.6660]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.0439, 1.1361]. Recommendation = [0.0, 0.5589, 0.4309], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.5020, 1.5316]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.1132, 1.4569]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.3418, 1.1353]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.4307, 1.9715]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.9800, 1.8337]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.0544, 1.9000]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 0.8503, 1.3562]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.8339, 0.6581] = 456.1337, sampling [0.0, 1.3190, 1.7206]. Recommendation = [0.0, 0.8339, 0.6581], Current Cost = 23000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.0228, 1.1025]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 24000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 1.0895, 0.9303]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 25000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 1.0215, 0.2686]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 26000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.7928, 0.5277]. Recommendation = [0.0, 0.6356, 0.3024], Current Cost = 27000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.1356, 0.2590]. Recommendation = [0.0, 0.6356, 0.3024], Current Cost = 28000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.1696, -0.1198]. Recommendation = [0.0, 0.6356, 0.3024], Current Cost = 29000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.2907, 0.0590]. Recommendation = [0.0, 0.2907, 0.0590], Current Cost = 30000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.2061, 0.2818]. Recommendation = [0.0, 0.3429, 0.0231], Current Cost = 31000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.0269, 0.0356]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 32000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.3035, 0.7370]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 33000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.0688, 0.4936]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 34000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 1.0085, 1.6827]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 35000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.9804, 0.5662]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 36000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.2055, -0.4327]. Recommendation = [0.0, 1.3190, 1.7206], Current Cost = 37000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, 0.4702, -0.3840]. Recommendation = [0.0, 0.3033, 0.0121], Current Cost = 38000.00, Rho = -1.230
(iter 23) [0.0, 1.3190, 1.7206] = 456.1614, sampling [0.0, -0.1479, -0.2276]. Recommendation = [0.0, 0.2610, -0.0936], Current Cost = 39000.00, Rho = -1.230
