(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.0377, -0.0282]. Recommendation = [0.0, -0.4909, -0.2256], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.1190, 0.3574]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.3120, 0.1848]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1851, 0.5995]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.3231, 0.1392]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.2294, -0.1093]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1978, -0.2534]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.7713, 0.0403]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.5070, 0.6645]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.4150, 0.3015]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.9356, 0.4106]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.1110, 0.8060]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.6082, -0.1786]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1522, -0.1147]. Recommendation = [0.0, 0.3339, 0.1029], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.3059, 1.0670]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.1203, 0.2239]. Recommendation = [0.0, -0.1203, 0.2239], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.1592, -0.3834]. Recommendation = [0.0, 0.3339, 0.1029], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.6675, 0.7667]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.3991, -0.4469]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.0366, 0.5217]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.9513, 0.5719]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.3339, 0.1029]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.3106, 0.6234]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.3713, 1.1393]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 1.1062, -0.0096]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1313, -0.5470]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.7311, 1.0898]. Recommendation = [0.0, -0.0948, -0.1202], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 1.0709, 0.9318]. Recommendation = [0.0, -0.0948, -0.1202], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 1.0567, 0.7421]. Recommendation = [0.0, -0.0948, -0.1202], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.3823, 0.8424]. Recommendation = [0.0, -0.0948, -0.1202], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.0948, -0.1202]. Recommendation = [0.0, -0.0948, -0.1202], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1105, 1.4909]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.4462, 0.2241]. Recommendation = [0.0, -0.1352, -0.0640], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.2339, 0.3658]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.4784, -0.0926]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.8908, 1.2709]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.1386, 0.4765]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.5338, 1.0013]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.8376, -0.3447]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.1419, -0.2975]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.6359, 1.3214]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.6579, 0.8606]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.5726, 0.2941]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.3300, 0.7807]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.7974, 0.6097]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.7806, 1.0755]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.9620, 0.9172]. Recommendation = [0.0, -0.3666, 0.2040], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.8973, 0.7149]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.8169, 1.3022]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.6514, 1.0343]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.7904, 0.5096]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -1.0458, 1.0828]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.9054, 0.9811]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.8870, 1.1559]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.7539, 0.1768]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.5381, -0.0025]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 1.2501, 0.5184]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, -0.0692, -0.5196]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.4909, -0.2256] = 432.3118, sampling [1.0, 0.4004, -0.6705]. Recommendation = [0.0, -0.0377, -0.0282], Current Cost = 5063.00, Rho = 1.000
