(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.2091, 0.7376]. Recommendation = [0.0, -0.2180, 0.9350], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.2861, 0.5721]. Recommendation = [0.0, -0.2091, 0.7376], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.2687, 0.4913]. Recommendation = [0.0, -0.2861, 0.5721], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.1338, 0.5630]. Recommendation = [0.0, -0.2687, 0.4913], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.3126, 0.4569]. Recommendation = [0.0, -0.2687, 0.4913], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.2291, 0.2644]. Recommendation = [0.0, -0.3126, 0.4569], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.3691, 0.2636]. Recommendation = [0.0, -0.2291, 0.2644], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.4491, 0.3323]. Recommendation = [0.0, -0.3691, 0.2636], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.3591, 0.1089]. Recommendation = [0.0, -0.3691, 0.2636], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.3103, 0.0739]. Recommendation = [0.0, -0.3591, 0.1089], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.5266, 0.2089]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.4026, 0.0537]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.5890, 0.3055]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.3383, -0.0705]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.1230, -0.0517]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, 0.0440, 0.0910]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, 0.0812, 0.3537]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.2436, -0.2011]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, -0.6288, 0.2723]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2180, 0.9350] = 376.0502, sampling [1.0, 0.0174, -0.2756]. Recommendation = [0.0, -0.3103, 0.0739], Current Cost = 5024.00, Rho = 1.000
