(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.2259, 0.3147]. Recommendation = [0.0, 1.5217, 1.9562], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.4966, 0.4171]. Recommendation = [0.0, -0.2259, 0.3147], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.2347, 0.6000]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.5656, 0.1881]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.2405, 0.1073]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.1085, 0.3524]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.3903, 0.6566]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.0445, 0.5263]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.1655, 0.9442]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1477, 1.5080]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.9443, 1.1380]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.8675, 1.5494]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.6994, 0.8465]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.2230, 1.2552]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.4878, 1.5433]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1947, 1.8295]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.0047, 0.9222]. Recommendation = [0.0, -0.4278, 0.3952], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.8065, 0.5044]. Recommendation = [0.0, 1.0047, 0.9222], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.5332, 0.3797]. Recommendation = [0.0, 1.0047, 0.9222], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.3207, 0.1024]. Recommendation = [0.0, 1.0047, 0.9222], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.3436, 0.4135]. Recommendation = [0.0, 0.2859, 0.2204], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.0258, -0.0707]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.7192, 0.6701]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.3773, -0.0742]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.7308, 0.2133]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1387, 0.6390]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.5152, 0.0118]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.2319, -0.0200]. Recommendation = [0.0, 0.3981, 0.2385], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.3981, 0.2385]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.8732, 0.8248]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.7778, 1.0524]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1739, 1.1267]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1151, 1.3566]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.6179, 0.2262]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.3805, -0.2452]. Recommendation = [0.0, 0.2667, 0.1700], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.2055, -0.1659]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.4893, 1.7787]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.0266, 0.3309]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.3112, 1.4410]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.2546, -0.0457]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.9276, 0.5819]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.1783, 0.8766]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.4230, -0.0379]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.1535, 0.2618]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.5463, -0.0302]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.8891, 0.0275]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.0714, -0.1432]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.4739, 1.1079]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.4332, 1.2822]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.6092, -0.1841]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.4278, 0.3952]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 1.0701, 0.3462]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.2859, 0.2204]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, -0.0517, -0.3340]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.9305, 0.9666]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.1138, -0.1515]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.6915, 0.0020]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 1.5217, 1.9562] = 443.1039, sampling [1.0, 0.2461, -0.2816]. Recommendation = [0.0, 0.3207, 0.1024], Current Cost = 5062.00, Rho = 1.000
