(iter 5) [0.0, -0.7059, 0.2944] = 449.2318, sampling [0.0, 0.1852, 1.7971]. Recommendation = [0.0, -0.7059, 0.2944], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.7059, 0.2944] = 449.2318, sampling [0.0, -0.6045, 0.6924]. Recommendation = [0.0, -0.7059, 0.2944], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.7059, 0.2944] = 449.2318, sampling [0.0, -0.0619, 0.4594]. Recommendation = [0.0, -0.7059, 0.2944], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.7059, 0.2944] = 449.2318, sampling [0.0, 0.6282, 0.8665]. Recommendation = [0.0, -0.7059, 0.2944], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.7059, 0.2944] = 449.2318, sampling [0.0, 1.1538, 1.1024]. Recommendation = [0.0, -0.7059, 0.2944], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 1.1538, 1.1024] = 451.0391, sampling [0.0, 0.8312, 1.1808]. Recommendation = [0.0, 1.1538, 1.1024], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 1.1538, 1.1024] = 451.0391, sampling [0.0, 1.6180, 1.5082]. Recommendation = [0.0, 1.1538, 1.1024], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 1.1538, 1.1024] = 451.0391, sampling [0.0, 0.3025, 0.5698]. Recommendation = [0.0, 1.1538, 1.1024], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, 1.1538, 1.1024] = 451.0391, sampling [0.0, 0.9591, 0.6684]. Recommendation = [0.0, 1.1538, 1.1024], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, 1.1538, 1.1024] = 451.0391, sampling [0.0, -0.3342, 0.2569]. Recommendation = [0.0, 1.1538, 1.1024], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, 1.5364, 0.7189]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -0.8062, 1.2384]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -0.4528, 0.9363]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -1.1733, 1.8451]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -1.3830, 1.3372]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -1.9495, 1.9882]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -0.8167, 1.7285]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 21000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -1.0543, 0.9730]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 22000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -0.9780, 0.6188]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 23000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -1.1179, 1.2642]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 24000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, -0.7704, 0.8871]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 25000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, 0.3348, 0.9584]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 26000.00, Rho = -1.230
(iter 14) [0.0, -0.3342, 0.2569] = 452.4113, sampling [0.0, 0.5781, 0.4249]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 27000.00, Rho = -1.230
(iter 27) [0.0, 0.5781, 0.4249] = 455.3000, sampling [0.0, 0.1945, 0.0706]. Recommendation = [0.0, -0.4997, 0.3374], Current Cost = 28000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.2693, 0.3266]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 29000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 1.3253, 1.9202]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 30000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 1.7511, 1.9711]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 31000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 1.2354, 1.3316]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 32000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.0757, 0.2460]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 33000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.5923, 0.6528]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 34000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.4997, 0.3374]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 35000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.8200, 0.8433]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 36000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.5477, 0.1263]. Recommendation = [0.0, 0.1945, 0.0706], Current Cost = 37000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.8156, 0.4464]. Recommendation = [0.0, 0.5069, 0.2787], Current Cost = 38000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 1.0516, 1.9141]. Recommendation = [0.0, 0.5069, 0.2787], Current Cost = 39000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.1502, -0.1449]. Recommendation = [0.0, 0.5069, 0.2787], Current Cost = 40000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.3430, 0.0153]. Recommendation = [0.0, 0.5069, 0.2787], Current Cost = 41000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.0204, 0.0404]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 42000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.1359, 0.7402]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 43000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -1.3414, 1.5916]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 44000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -0.9732, 1.4898]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 45000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, -1.6602, 0.8897]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 46000.00, Rho = -1.230
(iter 28) [0.0, 0.1945, 0.0706] = 455.5436, sampling [0.0, 0.2574, -0.1795]. Recommendation = [0.0, -0.2019, 0.1475], Current Cost = 47000.00, Rho = -1.230
