(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.0821, 0.4547]. Recommendation = [0.0, 0.1889, -0.0471], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, -0.0154, 0.1033]. Recommendation = [0.0, 0.1889, -0.0471], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.4199, 0.4651]. Recommendation = [0.0, 0.1889, -0.0471], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.2870, 0.8796]. Recommendation = [0.0, 0.1889, -0.0471], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.4431, 0.2126]. Recommendation = [0.0, 0.1889, -0.0471], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.6749, 0.8630]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.5700, 1.0620]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.6917, 0.5658]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, 0.5804, 0.7444]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, -0.1974, 0.3512]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1889, -0.0471] = 454.9568, sampling [1.0, -0.2985, 0.7211]. Recommendation = [0.0, 0.4431, 0.2126], Current Cost = 5015.00, Rho = 1.000
