(iter 5) [0.0, -0.5605, 1.0766] = 395.7211, sampling [0.0, 0.6709, 0.6149]. Recommendation = [0.0, -0.5605, 1.0766], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 0.1748, 0.6058]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 1.1687, 0.8863]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 1.4495, 1.7531]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 1.0242, 1.4436]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 1.8579, 1.0667]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 0.9130, 1.9313]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, -0.4620, 1.9890]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 0.7994, 1.1430]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.6709, 0.6149] = 453.4770, sampling [0.0, 0.4741, 0.2389]. Recommendation = [0.0, 0.6709, 0.6149], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.4741, 0.2389] = 456.0035, sampling [0.0, 0.4321, 0.8681]. Recommendation = [0.0, 0.4741, 0.2389], Current Cost = 15000.00, Rho = -1.230
