(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0390, 0.3722]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.3379, 0.0269]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0747, 0.8446]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.1275, -0.1274]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.3537, 0.6541]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0501, 0.0682]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.3100, 0.3911]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.3708, 0.3064]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.1297, 0.5884]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.1806, 1.0775]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.5481, -0.1473]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.7323, 0.9858]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.6471, 0.5247]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.5558, 1.0650]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.2691, 0.2505]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.1150, 0.6400]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.0150, -0.3885]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.3460, -0.0946]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0469, -0.1050]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.5407, 0.1552]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.2018, 0.1236]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.8896, 0.7007]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.2230, 0.4247]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.5869, 0.3129]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.3263, 0.7844]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.6707, 1.3147]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.4043, 1.2220]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.0791, 1.1063]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.3582, 0.1701]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.2283, -0.5393]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.9071, 1.1326]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.5300, 0.4622]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.6379, 0.5426]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.6595, 0.0484]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.8282, 0.4117]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.0485, 0.4646]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.5906, -0.0221]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.4859, 0.1482]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -1.0279, 0.9265]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0312, 0.2822]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.3894, -0.3817]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.2852, 0.6905]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.2528, -0.2340]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.4705, 1.0638]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.6414, -0.2939]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.7689, 0.1643]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.0811, 0.8623]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.5296, 1.1545]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.1043, 1.6574]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.0409, -0.1542]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, 0.1297, -0.4574]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.1484, -0.0787]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -1.0515, 1.5863]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -1.2163, 1.2522]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -1.3169, 0.6744]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.9546, 1.2704]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0015, -0.0063]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.0196, 0.6648]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.7758, 1.7047]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.4749, -0.3191] = 426.3576, sampling [1.0, -0.1417, -0.6537]. Recommendation = [0.0, 0.4749, -0.3191], Current Cost = 5064.00, Rho = 1.000
