(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.7266, 0.6230]. Recommendation = [0.0, 0.3173, -0.7643], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.5222, 0.0300]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.5681, 0.4712]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.9015, 0.3641]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.2756, -0.4132]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.1735, 0.1355]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.8814, 0.9039]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.3735, 0.6733]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.6130, 0.8831]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.2212, -0.2164]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.7167, -0.2075]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.4984, 0.1869]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -1.1799, 0.7926]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.2588, 0.3592]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.8689, 0.7215]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.0710, -0.4905]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.0336, -0.1380]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -1.0927, 1.1055]. Recommendation = [0.0, -0.3977, 0.0831], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.7653, 1.1316]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.3173, -0.7643] = 381.0128, sampling [1.0, -0.3977, 0.0831]. Recommendation = [0.0, -0.7266, 0.6230], Current Cost = 5024.00, Rho = 1.000
