(iter 5) [0.0, 0.2933, -0.1772] = 448.8718, sampling [0.0, 0.3081, 0.5226]. Recommendation = [0.0, 0.2933, -0.1772], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.2933, -0.1772] = 448.8718, sampling [0.0, -0.2838, 0.0889]. Recommendation = [0.0, 0.2933, -0.1772], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.0934, 0.1947]. Recommendation = [0.0, 0.1165, 0.0969], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.3644, 1.1755]. Recommendation = [0.0, 0.1165, 0.0969], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.3526, 0.7242]. Recommendation = [0.0, 0.1165, 0.0969], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.8085, 0.1648]. Recommendation = [0.0, -0.2838, 0.0889], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.0337, 0.5420]. Recommendation = [0.0, -0.2838, 0.0889], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.3788, -0.3259]. Recommendation = [0.0, -0.2838, 0.0889], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.6914, 0.6783]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.0656, -0.2194]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.6139, 0.4640]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 1.0066, 1.2549]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.8990, 0.9747]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 17000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.8686, 1.8467]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 18000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.3601, 1.4562]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 19000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 1.5170, 1.4976]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 20000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 1.3540, 0.9977]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 21000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -0.5724, -0.0823]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 22000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, -1.4057, -0.1096]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 23000.00, Rho = -1.230
(iter 6) [0.0, -0.2838, 0.0889] = 454.6448, sampling [0.0, 0.6862, 0.2634]. Recommendation = [0.0, -0.0451, 0.0362], Current Cost = 24000.00, Rho = -1.230
