(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, 0.1225, 0.7364]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, -0.1303, 1.2831]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, -0.8669, 1.9772]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, -0.8546, 1.3404]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, -1.6843, 1.9163]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.5211, 0.8479] = 420.7663, sampling [0.0, -1.3090, 1.5164]. Recommendation = [0.0, -0.5211, 0.8479], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -1.3090, 1.5164] = 447.0846, sampling [0.0, -1.2116, 1.0032]. Recommendation = [0.0, -1.3090, 1.5164], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -1.3090, 1.5164] = 447.0846, sampling [0.0, -1.8923, 1.3733]. Recommendation = [0.0, -1.3090, 1.5164], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -1.3090, 1.5164] = 447.0846, sampling [0.0, 0.4008, 0.2959]. Recommendation = [0.0, -1.3090, 1.5164], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, -0.0978, 0.3457]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 0.8417, 0.9027]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 0.6496, 0.6030]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 0.5071, 1.0396]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 1.4492, 1.4176]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 1.8844, 1.8965]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 19000.00, Rho = -1.230
(iter 13) [0.0, 0.4008, 0.2959] = 454.1112, sampling [0.0, 1.0626, 1.2597]. Recommendation = [0.0, 0.4008, 0.2959], Current Cost = 20000.00, Rho = -1.230
