(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 1.2628, 1.3966]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 0.6854, 1.0703]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 1.9778, 1.6424]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 0.1053, 0.5600]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 0.8254, 1.9244]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 0.3168, -0.0357]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 1.3503, 0.7969]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, 0.4388, -0.7043]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, -0.2333, -0.1432]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, -0.4344, 0.6683]. Recommendation = [0.0, 0.7688, 0.4891], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.7688, 0.4891] = 455.2072, sampling [0.0, -0.1888, 0.2511]. Recommendation = [0.0, 0.0925, 0.1098], Current Cost = 15000.00, Rho = -1.230
