(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.4980, -0.1909]. Recommendation = [0.0, -1.1338, 0.1245], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.4736, -0.4410]. Recommendation = [0.0, -0.4980, -0.1909], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.6973, -0.2726]. Recommendation = [0.0, -0.4980, -0.1909], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.1992, -0.1955]. Recommendation = [0.0, -0.4980, -0.1909], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.3213, 0.0102]. Recommendation = [0.0, -0.1992, -0.1955], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.0598, 0.0028]. Recommendation = [0.0, -0.3213, 0.0102], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.0091, -0.2358]. Recommendation = [0.0, -0.0598, 0.0028], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.2044, -0.4163]. Recommendation = [0.0, -0.0839, -0.1684], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.1785, 0.1802]. Recommendation = [0.0, -0.0839, -0.1684], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.5245, -0.0014]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.1294, -0.0705]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.0814, 0.2125]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.3789, 0.1966]. Recommendation = [0.0, 0.0382, -0.0230], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.4133, -0.0253]. Recommendation = [0.0, 0.0382, -0.0230], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.2977, -0.2418]. Recommendation = [0.0, 0.0526, 0.1147], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.2230, 0.4318]. Recommendation = [0.0, 0.0526, 0.1147], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.6352, 0.3344]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.6795, 0.0805]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.4683, 0.2907]. Recommendation = [0.0, 0.4387, 0.1690], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.6126, 0.7666]. Recommendation = [0.0, 0.4387, 0.1690], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.3883, 0.6106]. Recommendation = [0.0, 0.5581, 0.3431], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.8547, 0.4451]. Recommendation = [0.0, 0.5581, 0.3431], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.9252, 0.6720]. Recommendation = [0.0, 0.5581, 0.3431], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.9503, 0.9504]. Recommendation = [0.0, 0.6680, 0.4083], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.7961, 0.7581]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 1.1324, 0.8602]. Recommendation = [0.0, -0.1218, 0.0588], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.2313, 0.3848]. Recommendation = [0.0, 0.9639, 0.8902], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.0243, 0.4649]. Recommendation = [0.0, 0.9639, 0.8902], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, -0.3304, 0.2311]. Recommendation = [0.0, 0.9639, 0.8902], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.1338, 0.1245] = 316.9509, sampling [1.0, 0.8839, 0.2239]. Recommendation = [0.0, 0.9639, 0.8902], Current Cost = 5034.00, Rho = 1.000
