(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [0.0, 0.2399, 0.6660]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 5005.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [0.0, 0.2194, 1.3185]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 6005.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [0.0, -0.3313, 0.5375]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 7005.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, -0.0154, 0.5764]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 8005.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.0057, 0.2775]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 8006.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.2399, 0.6660]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 8007.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [0.0, 0.2425, 0.2417]. Recommendation = [0.0, -0.0320, -0.1238], Current Cost = 8008.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.2065, 0.2926]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9008.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.1787, 0.4791]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9009.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.2425, 0.2417]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9010.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, -0.3313, 0.5375]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9011.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [1.0, 0.2080, 0.4390]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9012.00, Rho = 0.015
(iter 10) [0.0, -0.0320, -0.1238] = 453.6771, sampling [0.0, 0.7369, 0.6259]. Recommendation = [0.0, 0.0057, 0.2775], Current Cost = 9013.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.3605, 0.4275]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 10013.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, -0.1655, 0.9492]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 10014.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 0.6376, 1.0191]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 11014.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.4954, 0.7200]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 12014.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.4011, 0.5917]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 12015.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 0.0057, 0.2775]. Recommendation = [0.0, 0.2065, 0.2926], Current Cost = 12016.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 0.9414, 1.3468]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 13016.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.8470, 0.9808]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 14016.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.6376, 1.0191]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 14017.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.6799, 0.9423]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 14018.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 0.6848, 1.9459]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 14019.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 1.4798, 1.2932]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 15019.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.9414, 1.3468]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 16019.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [1.0, 0.8663, 1.1795]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 16020.00, Rho = 0.015
(iter 22) [0.0, 0.7369, 0.6259] = 455.5435, sampling [0.0, 0.5592, 0.3456]. Recommendation = [0.0, 0.7369, 0.6259], Current Cost = 16021.00, Rho = 0.015
(iter 37) [0.0, 0.5592, 0.3456] = 455.9975, sampling [1.0, 0.5718, 0.5329]. Recommendation = [0.0, 0.3605, 0.4275], Current Cost = 17021.00, Rho = 0.015
(iter 37) [0.0, 0.5592, 0.3456] = 455.9975, sampling [1.0, 0.3735, 0.3899]. Recommendation = [0.0, 0.5718, 0.5329], Current Cost = 17022.00, Rho = 0.015
