(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.3248, 0.4884]. Recommendation = [0.0, -0.0644, -0.5674], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.3056, 1.3314]. Recommendation = [0.0, 0.3248, 0.4884], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.2485, -0.0688]. Recommendation = [0.0, 0.3248, 0.4884], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.2723, 0.7209]. Recommendation = [0.0, 0.2485, -0.0688], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.6994, -0.4250]. Recommendation = [0.0, 0.2485, -0.0688], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.6433, 0.6835]. Recommendation = [0.0, 0.2485, -0.0688], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.1095, 0.2038]. Recommendation = [0.0, 0.2485, -0.0688], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.7361, 0.2247]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 1.1660, 1.5607]. Recommendation = [0.0, 0.2917, 0.3571], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.9825, 1.1084]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 1.8463, 1.2438]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.6925, 1.9516]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.2116, 0.7914]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.1389, -0.3638]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.2032, 1.6782]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.7050, 1.1694]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.0617, -0.1218]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.0447, 0.4537]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 0.8863, 0.7433]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.4582, 0.3324]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.6460, 0.8112]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, -0.3168, 1.1258]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0644, -0.5674] = 422.5016, sampling [1.0, 1.5602, -0.5080]. Recommendation = [0.0, 0.1619, -0.0590], Current Cost = 5027.00, Rho = 1.000
