(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, -0.1157, -0.8196]. Recommendation = [0.0, -0.5210, -0.7043], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, -0.0471, -0.6377]. Recommendation = [0.0, -0.1157, -0.8196], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.2018, -0.4636]. Recommendation = [0.0, -0.0471, -0.6377], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.3817, -0.7453]. Recommendation = [0.0, 0.2018, -0.4636], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, -0.0610, -0.4537]. Recommendation = [0.0, 0.2018, -0.4636], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.1008, -0.3541]. Recommendation = [0.0, -0.0610, -0.4537], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.3291, -0.2207]. Recommendation = [0.0, 0.1008, -0.3541], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.1556, -0.0692]. Recommendation = [0.0, 0.3291, -0.2207], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.0235, -0.2402]. Recommendation = [0.0, 0.1556, -0.0692], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.4180, 0.0059]. Recommendation = [0.0, 0.1556, -0.0692], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.1082, 0.1556]. Recommendation = [0.0, 0.1556, -0.0692], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, -0.0327, -0.1049]. Recommendation = [0.0, 0.1734, -0.0288], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.2174, 0.3232]. Recommendation = [0.0, 0.1734, -0.0288], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.5908, 0.2023]. Recommendation = [0.0, 0.1734, -0.0288], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5210, -0.7043] = 358.7732, sampling [1.0, 0.6163, 0.0644]. Recommendation = [0.0, 0.1734, -0.0288], Current Cost = 5019.00, Rho = 1.000
