(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.0185, 0.9464]. Recommendation = [0.0, -0.0823, 0.7203], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.3941, 0.9898]. Recommendation = [0.0, -0.0823, 0.7203], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.3547, 0.7077]. Recommendation = [0.0, -0.0823, 0.7203], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.4204, 0.8024]. Recommendation = [0.0, -0.3547, 0.7077], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.4423, 0.6983]. Recommendation = [0.0, -0.3547, 0.7077], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.5298, 0.7995]. Recommendation = [0.0, -0.4423, 0.6983], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.6208, 0.8780]. Recommendation = [0.0, -0.4423, 0.6983], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.7629, 0.9641]. Recommendation = [0.0, -0.6208, 0.8780], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.8687, 0.8504]. Recommendation = [0.0, -0.7629, 0.9641], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.7785, 0.6681]. Recommendation = [0.0, -0.8687, 0.8504], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.8339, 0.5801]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -1.1181, 0.8867]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.9575, 0.5543]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.9991, 1.1712]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -1.1364, 1.1671]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0823, 0.7203] = 404.2184, sampling [1.0, -0.9386, 1.3062]. Recommendation = [0.0, -0.7785, 0.6681], Current Cost = 5020.00, Rho = 1.000
