(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1954, -0.2771]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5005.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.4255, -0.0872]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5006.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.2251, 0.0860]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5007.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.3433, -0.5653]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5008.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.3890, 0.2637]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5009.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.0215, -0.0789]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5010.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1294, 0.3993]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5011.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.6227, -0.3942]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5012.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.4924, -0.0247]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5013.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.0721, 0.1711]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5014.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1459, 0.2329]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5015.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1574, -0.4212]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5016.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.7081, 0.0553]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5017.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.5950, 0.3336]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5018.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1196, 0.8076]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5019.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.4154, 0.4735]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5020.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.0192, -0.2345]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5021.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.2555, 1.4665]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5022.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.3634, 0.5050]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5023.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.3242, -0.0172]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5024.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.1269, -0.4377]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5025.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.0645, 0.5009]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5026.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.6569, 0.7455]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5027.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.2949, 0.3241]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5028.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.3489, 1.1977]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5029.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.2667, 0.9662]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5030.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.0649, -0.7556]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5031.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.0800, -0.5156]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5032.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.2304, -0.2156]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5033.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.8100, 0.3459]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5034.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.4439, 0.6899]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5035.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, -0.3547, 0.2033]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5036.00, Rho = 0.405
(iter 10) [0.0, 0.3827, 0.0103] = 454.0642, sampling [1.0, 0.1911, 0.1156]. Recommendation = [0.0, 0.3827, 0.0103], Current Cost = 5037.00, Rho = 0.405
