(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.3359, 0.6458]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.0059, 0.1818]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.2750, 0.1558]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.5615, 1.0333]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.1152, 0.3402]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.1902, 0.0614]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.8609, 0.9942]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.3602, 0.3188]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.6408, 0.7864]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, 0.0471, 0.6696]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, 0.0624, -0.0556]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.5352, 0.5109]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.2459, -0.0110]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, -0.1528, 0.5264]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, 0.3144, 0.3533]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, 0.1619, 0.0834]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2280, -0.1372] = 451.2140, sampling [1.0, 0.1386, 0.4367]. Recommendation = [0.0, -0.2280, -0.1372], Current Cost = 5021.00, Rho = 1.000
