(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.6461, -0.0540]. Recommendation = [0.0, -1.0434, 0.1310], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.5804, 0.1631]. Recommendation = [0.0, -0.6461, -0.0540], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.5970, 0.0173]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.2729, 0.1232]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.4014, -0.1238]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.4786, 0.1738]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.5510, -0.1452]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.8894, -0.1680]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.1624, -0.1395]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.0108, 0.0975]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.0434, 0.1310] = 360.3869, sampling [1.0, -0.4417, 0.3016]. Recommendation = [0.0, -0.5804, 0.1631], Current Cost = 5015.00, Rho = 1.000
