(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.3731, -0.4131]. Recommendation = [0.0, 1.1977, 1.6852], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.6332, 0.1512]. Recommendation = [0.0, 1.1977, 1.6852], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.4026, 0.0749]. Recommendation = [0.0, 1.1977, 1.6852], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.5419, -0.1171]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.6723, 0.6768]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.5209, 0.3973]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.7148, 1.1582]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.8438, 0.3244]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.2172, 0.2581]. Recommendation = [0.0, 0.4026, 0.0749], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.9211, -0.1338]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.0236, 0.0470]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.2826, -0.2895]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.2764, 0.5720]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.8939, 1.4931]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.4931, 0.2534]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.0596, -0.1485]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.7763, 0.5671]. Recommendation = [0.0, 0.4931, 0.2534], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.3543, 0.2905]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.5782, 0.6207]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.0376, -0.3471]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.9958, 0.7363]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.5899, 0.8835]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.9158, 0.5859]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.0130, 1.1165]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.2123, 1.4066]. Recommendation = [0.0, 0.7763, 0.5671], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.0761, 1.4449]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.4101, 0.4621]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.7535, 0.3492]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.0588, -0.6443]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.0948, 0.3287]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.1676, 1.1114]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.1200, 0.8552]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.8751, 0.5010]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.0965, 0.5590]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.4047, 1.5280]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.4775, 0.3406]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.1045, 0.0626]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.7739, 0.1346]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.0258, 0.3034]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.3167, 0.7584]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.9690, 1.9031]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.1565, -0.0037]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.4500, -0.6847]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.1924, 0.2294]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.2488, -0.3588]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.1830, 0.5073]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.6707, 0.9245]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.5738, -0.3141]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.3926, 1.3986]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.2223, 0.1912]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.2629, 0.1005]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.1634, 0.4361]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.0432, 0.6151]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.3394, -0.2544]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.3930, -0.0129]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.3497, 1.1665]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.0559, 0.3606]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.4092, -0.1630]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, -0.2535, -0.4449]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.3844, 0.4272]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.7458, 1.8088]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.1309, 0.2195]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 1.1063, 0.7166]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 1.1977, 1.6852] = 449.9768, sampling [1.0, 0.0511, 0.3690]. Recommendation = [0.0, 1.2123, 1.4066], Current Cost = 5068.00, Rho = 1.000
