(iter 5) [0.0, 0.2784, -0.0804] = 453.2868, sampling [0.0, -0.0407, 0.1397]. Recommendation = [0.0, 0.2784, -0.0804], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0407, 0.1397] = 453.3119, sampling [0.0, -0.0063, -0.0794]. Recommendation = [0.0, -0.0407, 0.1397], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.0063, -0.0794] = 454.6562, sampling [0.0, 0.2708, 0.2244]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.0063, -0.0794] = 454.6562, sampling [0.0, 0.1962, 0.0758]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, -0.4105, 0.0265]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, -0.2937, -0.2039]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, -0.1517, 0.3156]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, 0.3675, 0.5349]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, -0.0636, 0.6537]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, 0.2472, 0.3507]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.1962, 0.0758] = 455.5144, sampling [0.0, 0.5837, 0.2943]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.5837, 0.2943] = 455.9114, sampling [0.0, 0.7414, 0.7580]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.5837, 0.2943] = 455.9114, sampling [0.0, 0.3955, 0.8558]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.5837, 0.2943] = 455.9114, sampling [0.0, 0.6926, 0.4879]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.5415, 0.6172]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 1.0417, 0.7833]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.7785, 1.1379]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 1.1423, 1.2161]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.9617, 0.9582]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 1.2650, 0.9769]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.9074, 0.5570]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 25000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.9970, 1.5690]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 26000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 1.4441, 1.3588]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 27000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.5140, 1.3845]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 28000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.8468, 0.3100]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 29000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 0.5022, 0.1755]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 30000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, -0.4479, 0.3874]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 31000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, -0.6482, 0.1095]. Recommendation = [0.0, 0.6926, 0.4879], Current Cost = 32000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, -0.4174, 0.1256]. Recommendation = [0.0, -0.4174, 0.1256], Current Cost = 33000.00, Rho = -1.230
(iter 18) [0.0, 0.6926, 0.4879] = 456.1988, sampling [0.0, 1.1823, 1.3748]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 34000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.5958, -0.1178]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 35000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.6193, -0.0653]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 36000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 1.2744, 0.3367]. Recommendation = [0.0, 0.2605, 0.0678], Current Cost = 37000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.0223, -0.3844]. Recommendation = [0.0, 0.2605, 0.0678], Current Cost = 38000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.1814, -0.3051]. Recommendation = [0.0, 0.2605, 0.0678], Current Cost = 39000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 1.3322, 1.6226]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 40000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 1.0948, 1.8522]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 41000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.9300, 0.7258]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 42000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.7241, 0.8749]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 43000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.3379, -0.4249]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 44000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.3617, 0.5026]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 45000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.1333, -0.3292]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 46000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.1358, 0.0064]. Recommendation = [0.0, 0.1358, 0.0064], Current Cost = 47000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.7216, 0.3925]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 48000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.6974, 0.2543]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 49000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.6247, 0.5377]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 50000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.3241, 0.7639]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 51000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.1188, 0.9031]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 52000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 1.3122, 1.1949]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 53000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.8110, 0.9991]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 54000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.9239, 0.0873]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 55000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.5903, 0.7727]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 56000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.0040, 0.2019]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 57000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.5025, -0.2859]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 58000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 1.3272, 1.9508]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 59000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, 0.7140, 1.8836]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 60000.00, Rho = -1.230
(iter 34) [0.0, 1.1823, 1.3748] = 456.2140, sampling [0.0, -0.5115, 0.4040]. Recommendation = [0.0, 1.1823, 1.3748], Current Cost = 61000.00, Rho = -1.230
