(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.5130, 0.0797]. Recommendation = [0.0, 0.5062, -0.2047], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.3035, -0.0565]. Recommendation = [0.0, 0.5130, 0.0797], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.2537, 0.2110]. Recommendation = [0.0, 0.3035, -0.0565], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.4635, 0.5078]. Recommendation = [0.0, 0.2537, 0.2110], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.4172, 0.3284]. Recommendation = [0.0, 0.2537, 0.2110], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.2332, 0.4848]. Recommendation = [0.0, 0.2537, 0.2110], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.5390, 1.0696]. Recommendation = [0.0, 0.3952, 0.4024], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.5824, 0.7179]. Recommendation = [0.0, 0.3952, 0.4024], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.2090, 0.7870]. Recommendation = [0.0, 0.2537, 0.2110], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.6147, 0.3123]. Recommendation = [0.0, 0.2537, 0.2110], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.7967, 1.3877]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.9230, 0.9559]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.8609, 0.6519]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.7579, 0.4491]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.7410, 0.7205]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.7441, 1.0564]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.1377, 1.0384]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.1492, 1.4792]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.8839, 1.1656]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.2404, 1.3097]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.0091, 0.8332]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.9925, 1.5555]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.0516, 0.2277]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.0675, 0.0130]. Recommendation = [0.0, 0.4812, 0.2170], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.4812, 0.2170]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.5555, 0.4258]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.0656, 0.3403]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.3320, 0.6146]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.0454, 0.4769]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.1787, 0.6939]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.9651, 0.6712]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.0351, 0.6639]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 1.0225, 1.0113]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.2024, 0.1762]. Recommendation = [0.0, 0.1335, 0.1896], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.0327, 0.0988]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.2656, 0.5983]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.1695, -0.1386]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.2015, 1.1827]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, 0.8976, 0.3609]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.4342, 0.4590]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.3648, 0.1526]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.2743, 0.2538]. Recommendation = [0.0, -0.2743, 0.2538], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.3083, -0.1851]. Recommendation = [0.0, 0.0908, 0.1502], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.0528, -0.2890]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.0205, -0.0391]. Recommendation = [0.0, -0.0205, -0.0391], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.5973, 0.1369]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.5520, -0.0225]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.6359, 0.4681]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.6073, 0.7053]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.5062, -0.2047] = 434.8104, sampling [1.0, -0.8280, 0.2934]. Recommendation = [0.0, 1.0225, 1.0113], Current Cost = 5054.00, Rho = 1.000
