(iter 5) [0.0, -0.6150, 0.7041] = 443.0734, sampling [0.0, 0.1042, 0.6198]. Recommendation = [0.0, -0.6150, 0.7041], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.6150, 0.7041] = 443.0734, sampling [0.0, -0.2358, 0.9343]. Recommendation = [0.0, -0.6150, 0.7041], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.6150, 0.7041] = 443.0734, sampling [0.0, 0.7093, 0.5983]. Recommendation = [0.0, -0.6150, 0.7041], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.4058, 0.3171]. Recommendation = [0.0, 0.7093, 0.5983], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.4550, 0.7485]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.6356, 0.2876]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, -0.2790, 0.4327]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.0597, 0.2012]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 1.0466, 0.4936]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 1.2003, 1.0011]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.7922, 1.2115]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 1.0784, 0.8221]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.7093, 0.5983] = 455.3086, sampling [0.0, 0.6046, 0.8736]. Recommendation = [0.0, 0.5912, 0.3750], Current Cost = 17000.00, Rho = -1.230
