(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.1954, -0.2850]. Recommendation = [0.0, 1.3164, 1.5222], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.4608, 0.0347]. Recommendation = [0.0, 1.3164, 1.5222], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.1514, -0.0182]. Recommendation = [0.0, 0.4608, 0.0347], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.6314, 0.4390]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.8542, 1.0217]. Recommendation = [0.0, 0.1877, 0.0986], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.8987, 0.6673]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.1884, 0.8964]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.4736, 0.7297]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.1834, 1.2514]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.3839, 0.3847]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.9384, 0.2460]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.5415, -0.3772]. Recommendation = [0.0, 0.6314, 0.4390], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.0716, -0.5243]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.5722, 0.2363]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.9709, 1.2924]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.7181, 0.6216]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.7494, -0.0246]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.3160, -0.5946]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.1069, -0.1269]. Recommendation = [0.0, 0.3557, -0.0422], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.0650, 1.0968]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.0224, -0.2752]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.6202, 0.9446]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.9199, 0.4729]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.4000, 1.2380]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.3557, -0.0422]. Recommendation = [0.0, 0.1039, -0.1494], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.1681, 1.4490]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.2293, -0.3651]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.0322, -0.8808]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.7732, 0.3021]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.5926, 1.2432]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.1877, 0.0986]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.3290, 0.6820]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.1200, -0.4961]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.5019, 0.5407]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.1450, 0.1227]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.0317, 0.7849]. Recommendation = [0.0, 0.0134, -0.0342], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.0257, 0.2775]. Recommendation = [0.0, 0.0134, -0.0342], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.0134, -0.0342]. Recommendation = [0.0, 0.0134, -0.0342], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, -0.2792, -0.5602]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.1043, 1.7341]. Recommendation = [0.0, 1.1965, 1.3230], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 1.0881, 1.5622]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.3471, 1.0594]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.9614, -0.2426]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.6564, 1.6002]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.7525, 0.7145]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.3164, 1.5222] = 451.7657, sampling [1.0, 0.1039, -0.1494]. Recommendation = [0.0, 1.0650, 1.0968], Current Cost = 5050.00, Rho = 1.000
