(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, 0.3795, 1.5451]. Recommendation = [0.0, 1.1142, 1.8260], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.6012, 0.3422]. Recommendation = [0.0, 1.1142, 1.8260], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.4501, 0.1807]. Recommendation = [0.0, -0.6012, 0.3422], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.3601, 0.4472]. Recommendation = [0.0, -0.4501, 0.1807], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.7263, 0.5296]. Recommendation = [0.0, -0.4607, 0.2768], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.5516, 0.7756]. Recommendation = [0.0, -0.4607, 0.2768], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.8163, 0.0654]. Recommendation = [0.0, -0.6647, 0.4635], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.5371, -0.0047]. Recommendation = [0.0, -0.6647, 0.4635], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.8932, 0.8916]. Recommendation = [0.0, -0.6647, 0.4635], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.5749, 1.1925]. Recommendation = [0.0, -0.4607, 0.2768], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.9577, 0.3129]. Recommendation = [0.0, -0.4607, 0.2768], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -1.2164, 0.7438]. Recommendation = [0.0, -0.6647, 0.4635], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.2022, 0.1909]. Recommendation = [0.0, -0.6647, 0.4635], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.1142, 1.8260] = 422.1109, sampling [1.0, -0.0819, 0.4285]. Recommendation = [0.0, -0.4607, 0.2768], Current Cost = 5018.00, Rho = 1.000
