(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.0867, 0.0263]. Recommendation = [0.0, -0.3578, -0.1518], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.3410, -0.2189]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.4032, 0.3912]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.5918, 0.0705]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.6295, 0.7354]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.0782, 0.5621]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.3531, 0.8536]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, -0.0985, 0.2028]. Recommendation = [0.0, 0.0867, 0.0263], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, -0.0884, -0.3158]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.8408, 0.3646]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.7868, -0.4106]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.1107, 0.3381]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.6490, 0.5217]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.3147, -0.4685]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.8967, 0.8741]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.7160, 1.0339]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, -0.0759, -0.0693]. Recommendation = [0.0, -0.0759, -0.0693], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.1696, -0.2294]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.5811, 0.3257]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.8812, 0.0745]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.5239, -0.1164]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 1.1425, 0.5036]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.7635, 0.6252]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.4309, 1.2072]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.2386, 0.5971]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 0.9999, 1.1034]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3578, -0.1518] = 446.6290, sampling [1.0, 1.0920, 0.7751]. Recommendation = [0.0, -0.0667, -0.0091], Current Cost = 5031.00, Rho = 1.000
