(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.0903, 0.9004]. Recommendation = [0.0, -0.4687, -0.1954], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.4089, 0.1601]. Recommendation = [0.0, -0.4687, -0.1954], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.1641, 0.0796]. Recommendation = [0.0, -0.4089, 0.1601], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.2981, 0.3278]. Recommendation = [0.0, -0.1641, 0.0796], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.4290, 0.0139]. Recommendation = [0.0, -0.1641, 0.0796], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.0822, 0.3935]. Recommendation = [0.0, -0.1641, 0.0796], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.3064, 0.6194]. Recommendation = [0.0, -0.1641, 0.0796], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.2026, -0.1382]. Recommendation = [0.0, -0.1641, 0.0796], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.0051, 0.1497]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.0286, 0.2568]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.3833, 1.3358]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.2093, 0.0295]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.0442, 0.5247]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.0702, 0.0847]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.5872, 0.0415]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.5176, 0.4993]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.4751, 0.1197]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.4916, -0.0740]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.2863, -0.2161]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.1233, 0.5345]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.1202, 0.2904]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.0220, -0.0112]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.2875, 0.4485]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.5753, 0.9248]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.4963, 0.5591]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.2159, 0.0710]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.4108, 0.2484]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.3116, 0.3674]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.0988, -0.1510]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, -0.1395, -0.2328]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.6537, 0.7534]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.5195, 0.4701]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4687, -0.1954] = 436.9136, sampling [1.0, 0.2714, -0.0564]. Recommendation = [0.0, -0.2093, 0.0295], Current Cost = 5037.00, Rho = 1.000
